exposure_id,user_id,channel,campaign_id,exposed_at,ad_format
154,86,instagram,INSTAGRAM_BRAND,2023-10-13 23:17:31,search
155,86,google,GOOGLE_BRAND,2023-11-18 14:27:14,social
156,86,email,EMAIL_RETARGET,2023-10-22 15:25:06,video
157,86,google,GOOGLE_SPRING24,2023-10-04 19:21:38,search
158,87,instagram,INSTAGRAM_WELCOME,2024-04-28 23:46:08,social
159,87,instagram,INSTAGRAM_WELCOME,2024-05-16 06:30:36,social
160,87,google,GOOGLE_RETARGET,2024-04-12 01:44:31,search
161,87,facebook,FACEBOOK_RETARGET,2024-05-27 19:44:36,video
162,87,instagram,INSTAGRAM_WELCOME,2024-05-08 19:11:44,video
163,88,google,GOOGLE_RETARGET,2024-04-01 09:52:38,display
164,88,instagram,INSTAGRAM_SUMMER24,2024-05-08 04:56:23,social
165,88,facebook,FACEBOOK_BRAND,2024-04-23 06:21:27,social
166,88,google,GOOGLE_RETARGET,2024-04-27 19:43:32,search
167,89,facebook,FACEBOOK_RETARGET,2023-11-02 21:41:47,social
168,89,google,GOOGLE_RETARGET,2023-10-30 14:56:14,search
169,89,instagram,INSTAGRAM_SUMMER24,2023-11-10 06:20:32,social
170,91,email,EMAIL_SPRING24,2024-03-28 08:39:53,search
171,91,email,EMAIL_SPRING24,2024-05-07 01:28:36,video
172,92,google,GOOGLE_RETARGET,2023-08-21 13:44:57,video
173,93,facebook,FACEBOOK_SUMMER24,2024-03-03 21:08:36,social
174,93,google,GOOGLE_SUMMER24,2024-03-16 21:10:26,video
175,94,instagram,INSTAGRAM_SUMMER24,2023-10-18 03:13:29,social
176,94,google,GOOGLE_SUMMER24,2023-10-25 17:13:05,video
177,94,facebook,FACEBOOK_RETARGET,2023-08-28 22:29:21,social
178,94,facebook,FACEBOOK_RETARGET,2023-09-08 11:28:24,video
179,94,instagram,INSTAGRAM_SPRING24,2023-09-19 22:25:14,social
180,96,google,GOOGLE_SUMMER24,2024-04-29 02:36:30,video
181,96,facebook,FACEBOOK_WELCOME,2024-03-05 13:01:23,search
182,96,google,GOOGLE_WELCOME,2024-04-09 10:20:45,search
183,96,instagram,INSTAGRAM_SPRING24,2024-04-21 13:47:33,video
184,96,instagram,INSTAGRAM_WELCOME,2024-05-01 02:07:07,social
185,97,facebook,FACEBOOK_SPRING24,2024-02-27 11:15:34,display
186,97,google,GOOGLE_RETARGET,2024-04-03 07:29:30,social
187,97,facebook,FACEBOOK_RETARGET,2024-03-01 13:13:19,social
188,97,instagram,INSTAGRAM_BRAND,2024-03-20 04:12:32,social
189,100,facebook,FACEBOOK_BRAND,2023-10-07 18:44:24,display
190,100,facebook,FACEBOOK_RETARGET,2023-11-27 22:57:29,display
191,102,email,EMAIL_SPRING24,2023-08-30 10:29:04,video
192,102,facebook,FACEBOOK_BRAND,2023-07-06 11:24:55,video
193,102,google,GOOGLE_WELCOME,2023-08-22 19:02:08,search
194,102,instagram,INSTAGRAM_RETARGET,2023-07-18 19:45:56,social
195,103,instagram,INSTAGRAM_WELCOME,2024-04-08 04:04:19,social
196,105,facebook,FACEBOOK_RETARGET,2023-06-23 11:41:20,video
197,105,instagram,INSTAGRAM_RETARGET,2023-08-26 01:06:19,display
198,105,email,EMAIL_RETARGET,2023-08-06 01:09:34,social
199,107,email,EMAIL_SUMMER24,2024-03-27 08:23:01,display
200,107,email,EMAIL_SPRING24,2024-03-05 11:23:00,display
201,108,email,EMAIL_SUMMER24,2023-08-09 10:34:34,search
202,108,google,GOOGLE_SUMMER24,2023-08-25 05:13:30,video
203,109,instagram,INSTAGRAM_WELCOME,2024-02-16 05:05:34,display
204,109,google,GOOGLE_RETARGET,2024-02-11 23:14:15,display
205,109,email,EMAIL_SPRING24,2024-02-15 00:04:00,display
206,109,google,GOOGLE_SUMMER24,2024-02-06 04:14:28,display
207,109,facebook,FACEBOOK_BRAND,2024-01-09 12:16:30,video
208,110,email,EMAIL_RETARGET,2023-12-16 22:16:18,search
209,110,google,GOOGLE_RETARGET,2023-12-29 14:11:04,video
210,110,google,GOOGLE_BRAND,2024-02-22 09:37:32,video
211,110,facebook,FACEBOOK_SUMMER24,2024-02-18 07:10:44,display
212,110,facebook,FACEBOOK_BRAND,2024-02-23 14:47:30,search
213,113,google,GOOGLE_RETARGET,2023-08-18 06:19:52,display
214,113,facebook,FACEBOOK_RETARGET,2023-08-11 23:31:56,display
215,113,facebook,FACEBOOK_SUMMER24,2023-08-01 21:16:58,video
216,115,email,EMAIL_SPRING24,2023-11-07 04:10:56,social
217,115,instagram,INSTAGRAM_RETARGET,2023-11-17 07:04:52,search
218,115,facebook,FACEBOOK_SPRING24,2023-11-05 16:29:35,search
219,116,google,GOOGLE_SPRING24,2024-06-08 15:36:52,video
220,116,google,GOOGLE_WELCOME,2024-05-13 06:47:05,social
221,117,instagram,INSTAGRAM_SUMMER24,2023-11-10 00:06:42,social
222,117,email,EMAIL_SPRING24,2023-11-22 04:18:10,search
223,117,google,GOOGLE_RETARGET,2023-12-11 17:55:37,social
224,117,facebook,FACEBOOK_WELCOME,2023-11-17 05:12:37,social
225,118,email,EMAIL_BRAND,2023-11-25 06:23:36,search
226,118,instagram,INSTAGRAM_RETARGET,2024-01-10 14:43:05,search
227,118,instagram,INSTAGRAM_SPRING24,2023-12-27 07:12:01,search
228,118,instagram,INSTAGRAM_RETARGET,2023-11-04 11:56:04,social
229,119,email,EMAIL_SPRING24,2023-12-23 01:21:32,video
230,119,email,EMAIL_SUMMER24,2024-02-15 14:49:48,social
231,119,email,EMAIL_BRAND,2024-01-01 23:30:54,display
232,119,facebook,FACEBOOK_BRAND,2024-02-14 01:21:17,video
233,122,google,GOOGLE_RETARGET,2024-03-27 19:10:15,display
234,122,instagram,INSTAGRAM_SUMMER24,2024-03-02 23:00:09,search
235,122,email,EMAIL_SPRING24,2024-03-10 01:37:20,social
236,122,email,EMAIL_BRAND,2024-04-09 10:10:28,display
237,124,instagram,INSTAGRAM_RETARGET,2023-12-14 02:55:28,social
238,124,google,GOOGLE_SUMMER24,2024-01-08 04:03:29,search
239,124,facebook,FACEBOOK_SPRING24,2024-01-02 23:45:26,video
240,124,instagram,INSTAGRAM_SUMMER24,2024-01-20 07:18:38,social
241,125,instagram,INSTAGRAM_SPRING24,2024-04-18 03:36:55,search
242,125,google,GOOGLE_BRAND,2024-02-14 15:06:46,display
243,125,instagram,INSTAGRAM_BRAND,2024-04-12 18:24:57,display
244,126,google,GOOGLE_RETARGET,2024-07-13 22:36:58,display
245,130,facebook,FACEBOOK_SPRING24,2024-03-27 18:08:53,search
246,131,google,GOOGLE_RETARGET,2024-05-12 08:38:48,social
247,132,email,EMAIL_BRAND,2023-06-26 16:48:14,social
248,132,email,EMAIL_BRAND,2023-08-14 22:22:20,search
249,133,instagram,INSTAGRAM_RETARGET,2024-02-11 05:03:00,display
250,133,google,GOOGLE_WELCOME,2024-02-13 07:19:18,display
251,134,google,GOOGLE_RETARGET,2024-01-13 17:17:35,display
252,134,email,EMAIL_BRAND,2024-01-23 23:25:56,social
253,134,facebook,FACEBOOK_SPRING24,2024-01-16 09:32:36,social
254,134,facebook,FACEBOOK_WELCOME,2024-01-18 08:07:09,social
255,134,email,EMAIL_SUMMER24,2024-03-08 13:28:15,video
256,137,facebook,FACEBOOK_BRAND,2023-10-07 20:43:30,search
257,138,email,EMAIL_WELCOME,2023-11-07 10:55:46,search
258,138,instagram,INSTAGRAM_SUMMER24,2023-11-14 09:17:12,search
259,138,email,EMAIL_WELCOME,2023-10-11 02:23:34,social
260,138,facebook,FACEBOOK_WELCOME,2023-11-22 16:51:15,video
261,138,instagram,INSTAGRAM_SUMMER24,2023-10-17 03:31:53,display
262,139,google,GOOGLE_WELCOME,2024-04-11 20:39:19,video
263,139,instagram,INSTAGRAM_SPRING24,2024-04-27 01:32:53,social
264,139,facebook,FACEBOOK_SUMMER24,2024-03-24 06:53:57,search
265,139,facebook,FACEBOOK_RETARGET,2024-05-13 17:52:27,search
266,141,email,EMAIL_RETARGET,2023-08-30 09:49:23,display
267,141,email,EMAIL_SPRING24,2023-09-04 22:12:45,social
268,141,email,EMAIL_SPRING24,2023-07-28 02:03:29,search
269,141,google,GOOGLE_WELCOME,2023-07-23 23:25:49,social
270,141,email,EMAIL_BRAND,2023-08-23 11:33:56,display
271,142,google,GOOGLE_BRAND,2024-07-03 17:02:54,display
272,142,instagram,INSTAGRAM_BRAND,2024-05-25 19:02:01,search
273,142,instagram,INSTAGRAM_SPRING24,2024-05-21 20:36:26,social
274,142,instagram,INSTAGRAM_WELCOME,2024-06-17 09:25:36,social
275,142,email,EMAIL_SUMMER24,2024-05-07 20:48:55,video
276,143,facebook,FACEBOOK_RETARGET,2024-01-09 23:21:12,display
277,143,google,GOOGLE_SPRING24,2023-12-19 14:19:40,display
278,145,instagram,INSTAGRAM_RETARGET,2024-04-15 03:02:23,search
279,150,facebook,FACEBOOK_WELCOME,2023-10-23 08:24:22,search
280,150,facebook,FACEBOOK_SPRING24,2023-10-27 08:53:57,search
281,152,google,GOOGLE_SPRING24,2024-04-17 09:06:30,video
282,152,email,EMAIL_WELCOME,2024-02-24 10:16:23,video
283,152,email,EMAIL_SUMMER24,2024-03-14 16:30:20,display
284,153,facebook,FACEBOOK_BRAND,2023-11-05 10:43:13,search
285,153,google,GOOGLE_BRAND,2023-11-29 20:53:02,video
286,153,instagram,INSTAGRAM_RETARGET,2023-10-13 21:29:40,social
287,155,email,EMAIL_SPRING24,2023-08-04 12:30:24,social
288,155,facebook,FACEBOOK_RETARGET,2023-07-22 20:19:17,display
289,155,instagram,INSTAGRAM_RETARGET,2023-08-21 16:19:18,video
290,155,instagram,INSTAGRAM_RETARGET,2023-07-13 17:30:59,display
291,156,google,GOOGLE_WELCOME,2024-04-15 08:27:21,social
292,156,facebook,FACEBOOK_RETARGET,2024-03-27 17:18:53,search
293,156,email,EMAIL_BRAND,2024-04-24 06:37:05,search
294,156,instagram,INSTAGRAM_WELCOME,2024-04-28 10:18:07,social
295,157,instagram,INSTAGRAM_SPRING24,2024-01-26 16:13:14,video
296,157,google,GOOGLE_SPRING24,2024-01-09 18:06:32,video
297,157,facebook,FACEBOOK_RETARGET,2024-02-21 21:39:23,display
298,160,google,GOOGLE_BRAND,2023-09-13 08:38:23,video
299,160,email,EMAIL_SUMMER24,2023-09-05 10:15:24,display
300,160,facebook,FACEBOOK_WELCOME,2023-08-22 19:21:44,social
301,160,email,EMAIL_BRAND,2023-09-09 15:28:29,video
302,161,google,GOOGLE_SPRING24,2023-12-29 13:06:04,social
303,161,email,EMAIL_SUMMER24,2023-12-29 18:50:50,video
304,161,facebook,FACEBOOK_SPRING24,2024-01-27 02:25:13,search
305,162,instagram,INSTAGRAM_BRAND,2024-06-02 19:03:03,display
306,162,facebook,FACEBOOK_SPRING24,2024-05-31 22:16:35,search
307,162,facebook,FACEBOOK_SUMMER24,2024-05-04 15:36:59,search
308,162,instagram,INSTAGRAM_SUMMER24,2024-07-01 22:58:54,video
309,163,facebook,FACEBOOK_RETARGET,2024-03-05 21:17:40,display
310,163,email,EMAIL_SUMMER24,2024-02-21 11:03:06,social
311,163,email,EMAIL_WELCOME,2024-01-29 06:58:13,search
312,163,google,GOOGLE_SPRING24,2024-01-18 14:11:22,video
313,165,facebook,FACEBOOK_BRAND,2023-12-27 02:10:27,search
314,166,email,EMAIL_SPRING24,2023-12-08 02:21:41,social
315,168,instagram,INSTAGRAM_BRAND,2024-02-19 08:10:03,search
316,168,facebook,FACEBOOK_WELCOME,2024-02-06 08:02:45,search
317,168,instagram,INSTAGRAM_SPRING24,2024-02-01 10:07:36,display
318,168,facebook,FACEBOOK_WELCOME,2024-01-16 19:18:17,video
319,168,facebook,FACEBOOK_BRAND,2024-01-08 03:24:18,search
320,169,instagram,INSTAGRAM_RETARGET,2023-07-07 16:04:32,social
321,170,instagram,INSTAGRAM_RETARGET,2024-02-12 05:28:32,display
322,170,facebook,FACEBOOK_SPRING24,2024-02-28 22:18:36,video
323,170,facebook,FACEBOOK_SUMMER24,2024-02-04 17:52:26,search
324,170,facebook,FACEBOOK_SUMMER24,2024-02-05 21:40:09,video
325,170,facebook,FACEBOOK_RETARGET,2024-01-29 16:18:14,search
326,171,email,EMAIL_RETARGET,2024-03-21 11:24:32,search
327,171,email,EMAIL_BRAND,2024-03-22 09:19:52,social
328,171,email,EMAIL_SUMMER24,2024-03-27 05:45:59,search
329,175,email,EMAIL_BRAND,2023-11-27 00:07:49,video
330,175,email,EMAIL_SPRING24,2023-11-06 04:21:24,display
331,175,facebook,FACEBOOK_BRAND,2023-11-19 14:03:55,video
332,175,instagram,INSTAGRAM_WELCOME,2023-11-01 15:22:01,social
333,175,facebook,FACEBOOK_WELCOME,2023-11-26 17:39:21,search
334,176,email,EMAIL_SPRING24,2024-02-17 12:34:45,display
335,176,instagram,INSTAGRAM_SUMMER24,2024-01-29 06:40:40,social
336,177,facebook,FACEBOOK_SPRING24,2023-08-03 07:08:45,video
337,177,facebook,FACEBOOK_SUMMER24,2023-08-02 13:35:24,video
338,177,instagram,INSTAGRAM_RETARGET,2023-08-11 03:44:14,display
339,177,facebook,FACEBOOK_WELCOME,2023-07-18 23:48:33,display
340,177,facebook,FACEBOOK_WELCOME,2023-08-28 06:00:36,social
341,178,facebook,FACEBOOK_BRAND,2023-09-29 07:44:59,search
342,178,google,GOOGLE_WELCOME,2023-09-23 04:49:22,display
343,178,email,EMAIL_RETARGET,2023-08-19 19:35:00,display
344,178,email,EMAIL_WELCOME,2023-09-13 15:22:31,search
345,180,instagram,INSTAGRAM_RETARGET,2023-09-14 23:52:45,display
346,180,instagram,INSTAGRAM_BRAND,2023-09-05 20:57:00,social
347,180,email,EMAIL_RETARGET,2023-10-19 11:26:50,video
348,180,facebook,FACEBOOK_SUMMER24,2023-08-28 03:43:19,display
349,180,facebook,FACEBOOK_WELCOME,2023-10-14 00:09:20,social
350,181,email,EMAIL_SPRING24,2024-01-07 04:34:52,display
351,181,email,EMAIL_SUMMER24,2024-01-04 06:07:31,video
352,181,instagram,INSTAGRAM_WELCOME,2024-01-06 00:25:44,social
353,181,email,EMAIL_WELCOME,2023-11-16 18:01:48,display
354,182,instagram,INSTAGRAM_SUMMER24,2023-12-19 23:22:42,display
355,183,facebook,FACEBOOK_BRAND,2024-01-17 13:39:59,display
356,185,google,GOOGLE_RETARGET,2023-12-21 15:05:07,video
357,185,facebook,FACEBOOK_SUMMER24,2023-12-26 01:06:52,social
358,185,google,GOOGLE_WELCOME,2023-12-14 09:29:10,display
359,185,google,GOOGLE_SPRING24,2023-11-06 21:47:26,social
360,185,facebook,FACEBOOK_RETARGET,2023-11-24 09:50:50,social
361,187,google,GOOGLE_SUMMER24,2023-11-14 20:35:57,search
362,187,facebook,FACEBOOK_BRAND,2023-11-18 00:36:16,search
363,187,instagram,INSTAGRAM_RETARGET,2023-10-08 05:38:37,social
364,187,email,EMAIL_BRAND,2023-11-29 09:35:08,social
365,188,instagram,INSTAGRAM_WELCOME,2024-05-12 01:46:25,search
366,188,instagram,INSTAGRAM_BRAND,2024-04-10 07:26:15,social
367,188,google,GOOGLE_WELCOME,2024-04-12 22:51:35,social
368,188,facebook,FACEBOOK_RETARGET,2024-05-10 04:55:25,video
369,188,google,GOOGLE_RETARGET,2024-05-01 21:56:34,display
370,189,google,GOOGLE_BRAND,2023-12-06 03:03:09,video
371,189,instagram,INSTAGRAM_SUMMER24,2024-01-07 22:44:39,social
372,189,instagram,INSTAGRAM_SUMMER24,2023-11-21 01:18:32,display
373,194,instagram,INSTAGRAM_SPRING24,2024-05-05 05:40:41,display
374,197,instagram,INSTAGRAM_WELCOME,2023-11-09 18:02:46,social
375,197,google,GOOGLE_SUMMER24,2023-10-07 11:59:26,display
376,197,facebook,FACEBOOK_RETARGET,2023-11-26 14:03:45,search
377,200,facebook,FACEBOOK_WELCOME,2024-03-13 16:30:35,display
378,201,facebook,FACEBOOK_SUMMER24,2024-05-15 21:04:09,display
379,201,instagram,INSTAGRAM_WELCOME,2024-03-26 21:47:59,display
380,201,facebook,FACEBOOK_BRAND,2024-05-21 01:55:33,video
381,203,google,GOOGLE_BRAND,2023-09-27 18:12:06,social
382,203,facebook,FACEBOOK_SPRING24,2023-08-04 23:54:49,display
383,203,facebook,FACEBOOK_WELCOME,2023-08-31 08:25:20,search
384,204,google,GOOGLE_SPRING24,2024-03-05 07:07:27,social
385,204,instagram,INSTAGRAM_SPRING24,2024-02-25 14:02:15,video
386,204,facebook,FACEBOOK_SUMMER24,2024-03-13 18:22:21,social
387,204,email,EMAIL_SPRING24,2024-02-08 12:00:24,display
388,204,google,GOOGLE_SPRING24,2024-03-03 21:20:54,video
389,208,instagram,INSTAGRAM_RETARGET,2023-11-13 15:31:17,display
390,208,facebook,FACEBOOK_BRAND,2023-09-25 07:58:24,search
391,208,facebook,FACEBOOK_RETARGET,2023-11-11 21:14:02,search
392,208,email,EMAIL_SPRING24,2023-10-28 19:16:00,video
