item_id,order_id,product_id,quantity,unit_price
114,46,7,2,42.07
115,46,39,3,23.47
116,47,30,3,9.0
117,48,36,2,10.19
118,48,42,3,10.18
119,48,4,1,12.34
120,48,23,1,39.18
121,49,28,2,6.9
122,49,46,1,43.37
123,49,49,3,43.96
124,49,9,2,36.33
125,50,1,3,11.11
126,50,40,2,12.56
127,50,4,3,12.34
128,51,2,2,31.76
129,51,42,3,10.18
130,52,27,1,14.62
131,52,25,2,43.06
132,52,45,1,5.16
133,52,31,1,17.64
134,53,15,3,21.72
135,53,23,3,39.18
136,54,11,1,30.97
137,55,41,2,14.84
138,55,40,1,12.56
139,56,37,3,43.27
140,56,12,1,13.76
141,56,29,3,15.68
142,57,44,3,38.18
143,57,12,1,13.76
144,57,38,1,34.76
145,58,29,1,15.68
146,58,8,2,17.61
147,58,43,1,20.55
148,58,36,2,10.19
149,59,34,3,14.43
150,59,37,3,43.27
151,59,45,2,5.16
152,60,26,2,32.36
153,60,28,1,6.9
154,60,25,2,43.06
155,60,6,1,35.54
156,61,34,1,14.43
157,62,35,1,27.05
158,63,33,3,27.75
159,63,24,3,11.0
160,64,37,3,43.27
161,64,41,1,14.84
162,65,43,1,20.55
163,65,22,2,36.8
164,66,40,2,12.56
165,66,43,2,20.55
166,67,27,2,14.62
167,68,5,1,13.14
168,68,41,1,14.84
169,69,44,2,38.18
170,69,46,2,43.37
171,69,45,3,5.16
172,70,13,2,19.52
173,70,9,2,36.33
174,70,34,1,14.43
175,70,3,1,18.37
176,71,29,2,15.68
177,71,48,3,30.19
178,71,10,1,17.69
179,72,10,2,17.69
180,73,33,1,27.75
181,73,5,3,13.14
182,73,15,1,21.72
183,74,36,3,10.19
184,74,11,2,30.97
185,74,10,1,17.69
186,75,10,1,17.69
187,76,2,3,31.76
188,77,29,2,15.68
189,77,48,3,30.19
190,77,16,2,4.73
191,77,44,2,38.18
192,78,41,2,14.84
193,78,47,2,36.5
194,78,12,1,13.76
195,79,14,2,38.08
196,79,26,2,32.36
197,79,27,3,14.62
198,80,14,1,38.08
199,80,46,3,43.37
200,81,42,2,10.18
201,81,20,1,16.44
202,81,14,2,38.08
203,82,22,1,36.8
204,82,36,3,10.19
205,83,18,3,43.99
206,83,48,3,30.19
207,84,44,1,38.18
208,85,13,1,19.52
209,85,48,2,30.19
210,85,10,1,17.69
211,86,36,1,10.19
212,87,45,3,5.16
213,87,18,1,43.99
214,87,16,2,4.73
215,87,8,1,17.61
216,88,29,2,15.68
217,88,2,3,31.76
218,89,40,3,12.56
219,89,20,2,16.44
220,90,2,1,31.76
221,90,40,2,12.56
222,90,38,2,34.76
223,90,27,1,14.62
224,91,22,3,36.8
225,91,3,2,18.37
226,91,18,3,43.99
227,91,48,1,30.19
228,92,31,2,17.64
229,92,25,1,43.06
230,93,9,2,36.33
231,93,23,3,39.18
232,93,47,1,36.5
233,94,9,1,36.33
234,95,48,2,30.19
235,96,43,1,20.55
236,96,7,1,42.07
237,96,40,3,12.56
238,97,14,3,38.08
239,97,4,1,12.34
240,98,31,3,17.64
241,98,19,3,37.65
242,99,45,3,5.16
243,99,8,1,17.61
244,100,39,3,23.47
245,100,27,2,14.62
246,100,33,1,27.75
247,101,5,2,13.14
248,102,1,2,11.11
249,102,48,3,30.19
250,102,44,2,38.18
251,102,6,3,35.54
252,103,24,2,11.0
253,103,32,2,37.88
254,103,20,3,16.44
255,103,49,3,43.96
256,104,30,2,9.0
257,104,29,2,15.68
258,104,10,1,17.69
259,104,48,1,30.19
260,105,38,1,34.76
261,105,12,1,13.76
262,106,13,3,19.52
263,106,32,3,37.88
264,107,46,2,43.37
265,107,31,1,17.64
266,107,39,1,23.47
267,108,40,3,12.56
268,108,8,2,17.61
269,108,39,2,23.47
270,108,9,3,36.33
271,109,29,2,15.68
272,110,18,2,43.99
273,110,36,3,10.19
274,110,22,1,36.8
275,110,37,1,43.27
276,111,16,3,4.73
277,111,32,2,37.88
278,112,5,1,13.14
279,112,29,2,15.68
280,112,25,3,43.06
281,113,21,3,21.81
282,113,32,1,37.88
283,113,39,3,23.47
284,114,45,1,5.16
285,114,1,1,11.11
286,114,20,2,16.44
287,114,17,1,43.73
288,115,36,2,10.19
289,115,11,1,30.97
290,115,39,2,23.47
291,115,29,2,15.68
292,116,21,3,21.81
293,117,40,3,12.56
294,117,49,2,43.96
295,117,3,2,18.37
296,118,10,3,17.69
297,118,7,1,42.07
298,119,22,2,36.8
299,119,49,3,43.96
300,119,5,1,13.14
301,119,32,3,37.88
302,120,42,3,10.18
303,121,2,2,31.76
304,121,33,1,27.75
305,121,49,3,43.96
306,121,19,3,37.65
307,122,1,3,11.11
308,122,23,2,39.18
309,122,45,3,5.16
310,122,6,1,35.54
311,123,22,2,36.8
312,123,13,2,19.52
313,123,21,1,21.81
314,124,25,1,43.06
315,125,38,2,34.76
316,125,20,2,16.44
317,126,1,2,11.11
318,126,14,1,38.08
319,126,12,2,13.76
320,127,43,3,20.55
321,127,16,1,4.73
322,127,5,1,13.14
323,128,7,2,42.07
324,128,4,1,12.34
325,129,17,1,43.73
326,129,30,1,9.0
327,130,8,1,17.61
328,131,5,3,13.14
329,131,26,2,32.36
330,132,2,1,31.76
331,132,43,1,20.55
332,132,18,3,43.99
333,133,15,2,21.72
334,133,46,2,43.37
335,133,48,1,30.19
336,133,4,3,12.34
337,134,21,3,21.81
338,134,48,2,30.19
339,135,24,2,11.0
340,135,28,1,6.9
341,135,6,2,35.54
342,135,39,2,23.47
343,136,39,3,23.47
344,136,22,3,36.8
345,137,33,3,27.75
346,138,48,3,30.19
347,138,15,3,21.72
348,139,15,2,21.72
349,139,37,3,43.27
350,139,23,1,39.18
351,139,48,1,30.19
352,140,45,2,5.16
353,141,19,1,37.65
354,142,1,2,11.11
355,142,45,2,5.16
356,142,39,2,23.47
357,142,20,1,16.44
358,143,32,2,37.88
359,144,44,2,38.18
360,144,32,1,37.88
361,144,2,2,31.76
362,145,30,2,9.0
363,146,7,3,42.07
364,146,1,3,11.11
365,146,44,1,38.18
366,146,9,3,36.33
367,147,45,3,5.16
368,148,50,2,36.84
369,148,48,1,30.19
370,148,42,2,10.18
371,148,12,1,13.76
372,149,45,1,5.16
373,149,8,1,17.61
374,149,7,3,42.07
375,149,11,3,30.97
376,150,41,2,14.84
377,150,35,2,27.05
378,150,7,1,42.07
379,151,9,1,36.33
380,151,8,1,17.61
381,152,38,1,34.76
382,152,27,3,14.62
383,153,24,1,11.0
384,154,9,2,36.33
385,154,21,1,21.81
386,154,16,1,4.73
387,155,10,3,17.69
388,156,41,2,14.84
389,156,49,3,43.96
390,157,43,2,20.55
391,157,47,2,36.5
392,158,16,3,4.73
393,158,39,2,23.47
394,159,24,2,11.0
395,160,25,3,43.06
396,160,49,3,43.96
397,160,45,3,5.16
398,160,38,3,34.76
399,161,17,3,43.73
400,162,16,2,4.73
401,162,37,2,43.27
402,162,13,1,19.52
403,163,50,2,36.84
404,163,45,1,5.16
405,164,14,3,38.08
406,164,39,2,23.47
407,165,37,2,43.27
408,165,30,1,9.0
409,165,35,2,27.05
410,166,33,1,27.75
411,166,37,2,43.27
412,166,27,1,14.62
413,167,8,1,17.61
414,167,9,2,36.33
415,167,12,1,13.76
416,168,48,3,30.19
417,169,19,1,37.65
418,169,28,1,6.9
419,169,16,3,4.73
420,170,35,1,27.05
421,170,40,1,12.56
422,171,15,1,21.72
423,171,16,1,4.73
424,171,30,1,9.0
425,171,40,2,12.56
426,172,27,3,14.62
427,173,14,2,38.08
428,173,44,3,38.18
429,173,32,2,37.88
430,174,24,3,11.0
431,174,10,1,17.69
432,175,39,3,23.47
433,175,31,1,17.64
434,175,2,3,31.76
435,175,44,3,38.18
436,176,28,1,6.9
437,176,6,2,35.54
438,176,17,2,43.73
439,176,23,2,39.18
440,177,4,1,12.34
441,177,49,3,43.96
442,177,15,1,21.72
443,178,10,1,17.69
444,178,28,1,6.9
445,178,18,2,43.99
446,179,28,1,6.9
447,179,11,3,30.97
448,179,16,3,4.73
449,179,2,1,31.76
450,180,10,1,17.69
451,180,35,1,27.05
452,181,31,1,17.64
453,182,30,3,9.0
454,182,12,1,13.76
455,183,34,3,14.43
456,183,30,3,9.0
457,183,42,3,10.18
458,183,23,3,39.18
459,184,14,1,38.08
460,185,20,2,16.44
461,185,24,1,11.0
462,185,2,1,31.76
463,185,21,1,21.81
464,186,26,1,32.36
465,186,16,1,4.73
466,186,10,2,17.69
467,187,27,1,14.62
468,187,4,1,12.34
469,188,39,2,23.47
470,189,33,1,27.75
471,189,11,1,30.97
472,189,1,3,11.11
473,190,26,2,32.36
474,190,22,3,36.8
475,190,40,2,12.56
476,190,30,2,9.0
477,191,43,3,20.55
478,192,6,2,35.54
479,192,40,2,12.56
480,193,27,2,14.62
481,193,10,3,17.69
482,194,47,1,36.5
483,194,31,2,17.64
484,194,5,1,13.14
485,195,31,3,17.64
486,195,17,3,43.73
487,195,37,3,43.27
488,196,2,2,31.76
489,196,28,2,6.9
490,197,17,3,43.73
491,197,7,1,42.07
492,197,10,1,17.69
493,198,27,1,14.62
494,198,37,1,43.27
495,198,22,1,36.8
496,198,20,3,16.44
497,199,28,1,6.9
498,199,10,2,17.69
499,199,27,2,14.62
500,199,31,1,17.64
501,200,16,2,4.73
502,200,40,1,12.56
503,200,11,3,30.97
504,201,10,3,17.69
505,202,4,2,12.34
506,202,1,1,11.11
507,203,22,3,36.8
508,203,7,1,42.07
509,203,3,1,18.37
510,204,18,3,43.99
511,205,32,3,37.88
512,206,19,2,37.65
513,206,42,2,10.18
514,206,46,1,43.37
515,207,4,3,12.34
516,208,38,2,34.76
517,208,16,2,4.73
518,208,46,2,43.37
519,209,24,1,11.0
520,210,32,3,37.88
521,210,30,2,9.0
522,211,1,2,11.11
523,211,11,2,30.97
524,212,18,2,43.99
525,212,13,1,19.52
526,212,47,1,36.5
527,212,12,3,13.76
528,213,34,3,14.43
529,213,26,3,32.36
530,213,38,1,34.76
531,214,35,1,27.05
532,214,49,2,43.96
533,214,30,2,9.0
534,215,21,1,21.81
535,215,38,2,34.76
536,216,34,1,14.43
537,217,2,3,31.76
538,217,33,2,27.75
539,217,47,3,36.5
540,217,50,3,36.84
541,218,1,2,11.11
542,218,44,1,38.18
543,219,11,3,30.97
544,219,43,2,20.55
545,219,19,2,37.65
546,220,35,3,27.05
547,220,45,1,5.16
548,220,36,1,10.19
549,221,8,3,17.61
550,221,33,2,27.75
551,221,50,3,36.84
552,222,12,3,13.76
553,222,25,2,43.06
554,222,13,3,19.52
555,223,22,2,36.8
556,224,13,3,19.52
557,224,40,2,12.56
558,225,13,1,19.52
559,225,3,1,18.37
560,225,29,3,15.68
561,226,21,2,21.81
562,227,8,3,17.61
563,227,40,2,12.56
564,227,3,1,18.37
565,228,43,2,20.55
566,228,9,2,36.33
567,228,45,1,5.16
568,229,27,2,14.62
569,229,2,1,31.76
570,229,19,3,37.65
571,230,21,3,21.81
572,230,8,1,17.61
573,230,12,3,13.76
574,231,46,3,43.37
575,232,6,3,35.54
576,232,43,1,20.55
577,232,22,1,36.8
578,232,18,1,43.99
579,233,17,1,43.73
580,234,14,1,38.08
581,234,47,3,36.5
582,234,46,3,43.37
583,234,9,3,36.33
584,235,4,1,12.34
585,235,28,3,6.9
586,236,16,3,4.73
587,236,40,2,12.56
588,236,8,2,17.61
589,237,46,1,43.37
590,237,3,1,18.37
591,238,27,1,14.62
592,239,27,3,14.62
593,239,25,3,43.06
594,239,43,2,20.55
595,240,32,2,37.88
596,240,18,1,43.99
597,241,34,1,14.43
598,241,19,2,37.65
599,241,14,1,38.08
600,241,27,2,14.62
601,242,42,1,10.18
602,242,15,3,21.72
603,242,29,2,15.68
604,243,50,1,36.84
605,244,34,1,14.43
606,244,17,2,43.73
607,244,45,3,5.16
608,245,41,3,14.84
609,245,32,1,37.88
610,246,1,1,11.11
611,246,31,1,17.64
612,246,13,3,19.52
613,247,41,3,14.84
614,247,26,3,32.36
615,248,35,2,27.05
616,248,22,1,36.8
617,249,3,3,18.37
618,249,14,3,38.08
619,249,30,1,9.0
620,249,27,1,14.62
621,250,7,1,42.07
622,250,3,3,18.37
623,250,17,2,43.73
624,251,6,2,35.54
625,252,22,3,36.8
626,252,7,1,42.07
627,252,6,3,35.54
628,252,33,2,27.75
629,253,2,1,31.76
630,253,48,3,30.19
631,254,15,1,21.72
632,254,40,3,12.56
633,254,9,3,36.33
634,254,3,1,18.37
635,255,11,2,30.97
636,256,49,1,43.96
637,257,29,3,15.68
638,257,11,3,30.97
639,257,39,3,23.47
640,258,17,3,43.73
641,258,39,1,23.47
642,258,14,1,38.08
643,259,15,3,21.72
644,260,9,1,36.33
645,260,16,3,4.73
646,261,17,2,43.73
647,262,15,3,21.72
648,262,45,1,5.16
649,263,44,2,38.18
650,263,18,1,43.99
651,264,6,3,35.54
652,265,4,3,12.34
653,265,41,1,14.84
654,265,48,3,30.19
655,266,35,1,27.05
656,267,49,3,43.96
657,267,19,3,37.65
658,268,43,2,20.55
659,269,16,2,4.73
660,270,24,2,11.0
661,271,16,3,4.73
662,271,27,3,14.62
663,272,9,1,36.33
664,272,5,2,13.14
665,273,42,2,10.18
666,273,12,2,13.76
667,273,36,1,10.19
668,274,27,1,14.62
669,274,20,1,16.44
670,274,11,2,30.97
671,275,20,2,16.44
672,276,3,1,18.37
673,276,12,3,13.76
674,276,26,3,32.36
675,277,31,2,17.64
676,278,24,1,11.0
677,279,19,1,37.65
678,280,38,1,34.76
679,280,21,2,21.81
680,280,46,3,43.37
681,281,47,3,36.5
682,281,8,1,17.61
683,281,35,1,27.05
684,281,4,3,12.34
685,282,15,1,21.72
686,282,3,3,18.37
687,282,27,1,14.62
688,283,30,3,9.0
689,284,50,3,36.84
690,284,27,1,14.62
691,284,8,3,17.61
692,285,17,1,43.73
693,285,47,3,36.5
694,285,19,2,37.65
695,285,39,1,23.47
696,286,5,2,13.14
697,287,15,3,21.72
698,287,26,2,32.36
699,288,5,2,13.14
700,288,16,2,4.73
701,289,48,1,30.19
702,289,3,2,18.37
703,289,24,1,11.0
704,289,41,2,14.84
705,290,8,3,17.61
706,291,39,2,23.47
707,291,6,1,35.54
708,291,49,3,43.96
709,291,2,2,31.76
710,292,23,3,39.18
711,292,4,3,12.34
712,292,28,1,6.9
713,293,19,1,37.65
714,293,48,1,30.19
715,293,3,2,18.37
716,294,15,2,21.72
717,294,42,3,10.18
718,295,19,2,37.65
719,296,50,3,36.84
720,296,40,2,12.56
721,296,37,3,43.27
722,296,25,3,43.06
723,297,38,3,34.76
724,297,25,1,43.06
725,297,41,1,14.84
726,298,12,1,13.76
727,298,13,1,19.52
728,299,27,3,14.62
729,300,20,3,16.44
730,300,36,1,10.19
731,301,34,3,14.43
732,301,9,3,36.33
733,302,45,3,5.16
734,302,37,2,43.27
735,303,28,2,6.9
736,303,43,1,20.55
737,304,7,1,42.07
738,304,44,3,38.18
739,304,10,2,17.69
740,304,50,3,36.84
741,305,33,1,27.75
742,305,18,1,43.99
743,305,41,1,14.84
744,306,4,1,12.34
745,307,25,3,43.06
746,308,4,1,12.34
747,308,30,3,9.0
748,308,27,3,14.62
749,309,18,2,43.99
750,309,2,2,31.76
751,309,32,3,37.88
752,310,39,2,23.47
753,310,9,1,36.33
754,311,50,2,36.84
755,312,30,1,9.0
756,312,15,1,21.72
757,313,30,3,9.0
758,314,25,1,43.06
759,315,30,3,9.0
760,315,32,3,37.88
761,316,47,1,36.5
762,317,28,2,6.9
763,318,31,2,17.64
764,318,35,3,27.05
765,318,7,2,42.07
766,318,10,3,17.69
767,319,7,1,42.07
768,319,41,2,14.84
769,320,35,1,27.05
770,320,16,3,4.73
771,321,48,3,30.19
772,321,2,3,31.76
773,321,32,3,37.88
774,321,45,3,5.16
775,322,1,1,11.11
776,322,24,2,11.0
777,323,44,2,38.18
778,323,11,3,30.97
779,323,6,3,35.54
780,324,5,1,13.14
781,324,37,2,43.27
782,325,35,1,27.05
783,325,2,1,31.76
784,325,11,2,30.97
785,326,42,3,10.18
786,326,9,2,36.33
787,326,20,3,16.44
788,327,49,2,43.96
789,327,3,1,18.37
790,327,45,2,5.16
791,327,42,1,10.18
792,328,2,2,31.76
793,328,40,2,12.56
794,329,25,3,43.06
795,329,35,2,27.05
796,329,10,3,17.69
797,329,40,2,12.56
798,330,48,2,30.19
799,330,3,3,18.37
800,330,42,3,10.18
801,330,35,1,27.05
802,331,44,1,38.18
803,331,30,1,9.0
804,331,37,3,43.27
805,332,30,1,9.0
806,332,38,2,34.76
807,332,26,3,32.36
808,332,13,2,19.52
809,333,26,3,32.36
810,333,15,3,21.72
811,333,13,1,19.52
812,334,12,3,13.76
813,334,22,1,36.8
814,334,25,2,43.06
815,334,11,3,30.97
816,335,36,3,10.19
817,336,49,3,43.96
818,336,32,2,37.88
819,336,50,2,36.84
820,337,11,3,30.97
821,337,4,2,12.34
822,337,13,3,19.52
823,337,34,1,14.43
824,338,21,2,21.81
825,339,27,3,14.62
826,339,31,3,17.64
827,340,12,3,13.76
828,340,30,3,9.0
829,340,25,1,43.06
830,341,18,2,43.99
831,342,9,3,36.33
832,342,22,2,36.8
833,343,18,2,43.99
834,343,20,3,16.44
835,343,11,2,30.97
836,343,9,3,36.33
837,344,12,2,13.76
838,344,33,3,27.75
839,344,9,1,36.33
840,345,38,1,34.76
841,345,42,1,10.18
842,346,5,2,13.14
843,346,14,2,38.08
844,346,1,2,11.11
845,347,19,2,37.65
846,348,28,3,6.9
847,348,29,2,15.68
848,349,5,1,13.14
849,349,34,1,14.43
850,350,42,3,10.18
851,350,1,2,11.11
852,351,14,3,38.08
853,351,46,2,43.37
854,352,12,2,13.76
855,352,23,2,39.18
856,353,33,3,27.75
857,354,12,1,13.76
858,354,5,1,13.14
859,354,30,2,9.0
860,354,44,3,38.18
861,355,48,1,30.19
862,355,27,1,14.62
863,356,36,1,10.19
864,356,10,1,17.69
865,357,21,2,21.81
866,357,36,2,10.19
867,358,26,1,32.36
868,358,19,1,37.65
869,359,1,1,11.11
870,359,12,1,13.76
871,359,37,1,43.27
872,359,29,2,15.68
873,360,14,2,38.08
874,361,44,1,38.18
875,362,49,3,43.96
876,362,36,3,10.19
877,362,32,2,37.88
878,363,43,1,20.55
879,363,33,1,27.75
880,363,23,3,39.18
881,364,20,3,16.44
882,364,16,1,4.73
883,364,25,3,43.06
884,365,50,1,36.84
885,366,6,2,35.54
886,367,31,3,17.64
887,367,6,2,35.54
888,367,14,1,38.08
889,367,44,3,38.18
890,368,4,3,12.34
891,368,8,3,17.61
892,369,40,3,12.56
893,370,3,3,18.37
894,370,19,1,37.65
895,371,50,1,36.84
896,371,34,2,14.43
897,371,7,1,42.07
898,372,9,2,36.33
899,372,10,2,17.69
900,372,39,1,23.47
901,373,14,3,38.08
902,374,8,2,17.61
903,374,10,2,17.69
904,374,18,3,43.99
905,374,13,2,19.52
906,375,2,2,31.76
907,375,10,1,17.69
908,376,29,3,15.68
909,377,22,2,36.8
910,378,3,1,18.37
911,378,16,1,4.73
912,378,4,3,12.34
913,379,40,2,12.56
914,379,5,3,13.14
915,379,24,3,11.0
916,380,28,3,6.9
917,380,1,1,11.11
918,380,8,1,17.61
919,380,3,3,18.37
920,381,18,1,43.99
921,381,49,2,43.96
922,381,6,3,35.54
923,381,32,1,37.88
924,382,38,3,34.76
925,382,2,1,31.76
926,383,22,1,36.8
927,383,6,2,35.54
928,384,2,2,31.76
929,384,37,1,43.27
930,385,2,1,31.76
931,385,14,2,38.08
932,385,8,1,17.61
933,385,36,3,10.19
934,386,10,1,17.69
935,386,6,3,35.54
936,386,23,1,39.18
937,386,38,1,34.76
938,387,22,1,36.8
939,387,41,1,14.84
940,387,38,1,34.76
941,388,38,3,34.76
942,388,16,1,4.73
943,388,35,3,27.05
944,389,21,1,21.81
945,390,41,1,14.84
946,390,15,2,21.72
947,390,42,3,10.18
948,390,5,2,13.14
949,391,32,1,37.88
950,391,19,2,37.65
951,392,1,1,11.11
952,392,5,2,13.14
953,392,46,3,43.37
954,392,17,1,43.73
955,393,6,2,35.54
956,394,16,2,4.73
957,395,2,3,31.76
958,395,47,3,36.5
959,395,35,2,27.05
960,395,33,3,27.75
961,396,35,1,27.05
962,396,9,2,36.33
963,396,11,2,30.97
964,397,1,1,11.11
965,397,35,2,27.05
966,397,12,3,13.76
967,397,4,1,12.34
968,398,49,3,43.96
969,399,36,3,10.19
970,399,33,2,27.75
971,399,10,3,17.69
972,399,30,3,9.0
973,400,46,2,43.37
974,400,8,1,17.61
975,401,44,3,38.18
976,401,45,1,5.16
977,401,36,2,10.19
978,402,39,2,23.47
979,403,10,1,17.69
980,403,5,1,13.14
981,403,29,3,15.68
982,404,35,3,27.05
983,404,9,3,36.33
984,404,1,1,11.11
985,405,31,2,17.64
986,405,10,3,17.69
987,405,49,3,43.96
988,405,34,1,14.43
989,406,14,2,38.08
990,406,46,1,43.37
991,407,3,2,18.37
992,407,17,3,43.73
993,408,49,1,43.96
994,408,20,2,16.44
995,408,32,1,37.88
996,409,26,3,32.36
997,409,5,2,13.14
998,409,31,3,17.64
999,409,49,1,43.96
1000,410,7,1,42.07
1001,410,18,2,43.99
1002,411,26,2,32.36
1003,411,41,2,14.84
1004,412,20,2,16.44
1005,412,33,3,27.75
1006,412,25,1,43.06
1007,412,37,2,43.27
1008,413,24,3,11.0
1009,413,16,1,4.73
1010,413,45,2,5.16
1011,413,25,1,43.06
1012,414,21,3,21.81
1013,414,16,1,4.73
1014,414,27,1,14.62
1015,414,46,3,43.37
1016,415,12,2,13.76
1017,415,4,2,12.34
1018,415,19,3,37.65
1019,416,27,2,14.62
1020,416,4,1,12.34
1021,416,21,1,21.81
1022,416,28,2,6.9
1023,417,33,1,27.75
1024,417,39,2,23.47
1025,418,41,2,14.84
1026,418,12,2,13.76
1027,419,11,2,30.97
1028,419,12,1,13.76
1029,419,8,2,17.61
1030,419,10,2,17.69
1031,420,7,2,42.07
1032,421,6,3,35.54
1033,421,12,3,13.76
1034,422,46,2,43.37
1035,422,27,1,14.62
1036,423,34,1,14.43
1037,423,17,3,43.73
1038,424,36,2,10.19
1039,424,23,2,39.18
1040,424,41,3,14.84
1041,424,11,1,30.97
1042,425,17,2,43.73
1043,425,20,3,16.44
1044,425,42,2,10.18
1045,425,24,2,11.0
1046,426,46,2,43.37
1047,426,29,3,15.68
1048,427,49,2,43.96
1049,427,14,3,38.08
1050,427,16,3,4.73
1051,427,43,3,20.55
1052,428,42,3,10.18
1053,429,25,3,43.06
1054,430,22,2,36.8
1055,430,15,1,21.72
1056,431,46,2,43.37
1057,432,43,2,20.55
1058,432,24,2,11.0
1059,432,17,1,43.73
1060,433,1,3,11.11
1061,434,35,3,27.05
1062,434,48,3,30.19
1063,434,25,3,43.06
1064,435,38,1,34.76
1065,435,45,2,5.16
1066,435,9,2,36.33
1067,435,31,3,17.64
1068,436,46,1,43.37
1069,436,17,1,43.73
1070,436,12,3,13.76
1071,436,18,3,43.99
1072,437,8,3,17.61
1073,437,42,3,10.18
1074,438,46,3,43.37
1075,439,3,1,18.37
1076,440,19,1,37.65
1077,441,21,3,21.81
1078,441,42,1,10.18
1079,441,16,3,4.73
1080,442,38,1,34.76
1081,442,21,1,21.81
1082,442,44,1,38.18
1083,442,7,3,42.07
1084,443,18,3,43.99
1085,443,22,2,36.8
1086,443,48,2,30.19
1087,444,6,3,35.54
1088,444,5,2,13.14
1089,444,1,2,11.11
1090,445,35,3,27.05
1091,445,21,3,21.81
1092,445,7,2,42.07
1093,445,26,3,32.36
1094,446,25,3,43.06
1095,446,35,3,27.05
1096,447,40,2,12.56
1097,447,5,3,13.14
1098,447,24,2,11.0
1099,447,2,1,31.76
1100,448,28,2,6.9
1101,448,45,2,5.16
1102,449,24,1,11.0
1103,449,22,2,36.8
1104,449,33,2,27.75
1105,449,21,2,21.81
1106,450,5,3,13.14
1107,450,7,3,42.07
1108,451,11,3,30.97
1109,451,10,2,17.69
1110,452,18,3,43.99
1111,452,9,2,36.33
1112,452,7,3,42.07
1113,453,9,2,36.33
1114,453,24,1,11.0
1115,454,4,1,12.34
1116,454,30,1,9.0
1117,454,11,2,30.97
1118,455,6,2,35.54
1119,456,5,2,13.14
1120,456,25,1,43.06
1121,456,35,2,27.05
1122,456,50,1,36.84
1123,457,37,2,43.27
1124,458,6,1,35.54
1125,458,48,2,30.19
1126,458,3,1,18.37
1127,458,24,3,11.0
1128,459,45,3,5.16
1129,459,42,3,10.18
1130,459,6,2,35.54
1131,460,27,1,14.62
1132,460,23,3,39.18
1133,461,14,3,38.08
1134,462,15,2,21.72
1135,462,44,2,38.18
1136,462,12,1,13.76
1137,462,5,3,13.14
1138,463,18,3,43.99
1139,463,35,2,27.05
1140,463,28,2,6.9
1141,463,3,1,18.37
1142,464,21,2,21.81
1143,464,15,3,21.72
1144,465,40,2,12.56
1145,465,22,2,36.8
1146,465,23,1,39.18
1147,465,6,1,35.54
1148,466,3,2,18.37
1149,467,39,3,23.47
1150,468,4,1,12.34
