order_id,user_id,session_id,total_amount,discount_amount,created_at,status
47,48,140,27.0,0,2024-04-30 23:14:15,cancelled
48,48,137,102.44,,2023-09-14 12:19:26,cancelled
49,48,139,261.71,10,2024-05-08 23:35:57,refunded
50,49,142,95.47,19.09,2024-05-26 16:46:16,cancelled
51,50,143,94.06,18.81,2024-06-11 05:59:59,completed
52,50,144,123.54,18.53,2024-07-10 03:10:56,refunded
53,51,145,182.7,5,2023-12-31 23:41:57,pending
54,53,903152,30.97,0,2024-06-24 19:20:30,completed
55,54,153,42.24,0,2024-06-23 15:20:26,completed
56,54,152,190.61,22.87,2024-06-02 22:20:05,cancelled
57,55,154,163.06,0,2024-06-26 21:29:35,completed
58,55,155,91.83,11.02,2024-07-12 07:34:12,refunded
59,58,165,183.42,0,2024-05-17 12:11:28,refunded
60,58,164,193.28,5,2024-07-13 05:34:13,completed
61,58,166,14.43,2.89,2024-04-10 22:08:04,refunded
62,59,167,27.05,6.76,2024-06-25 15:48:56,completed
63,60,169,116.25,5,2024-04-13 02:51:57,cancelled
64,61,172,144.65,10,2024-05-20 14:09:05,pending
65,61,170,94.15,,2024-03-12 11:50:54,completed
66,61,174,66.22,0,2024-03-15 22:45:10,cancelled
67,62,175,29.24,0,2024-06-05 02:07:58,refunded
68,65,179,27.98,2.8,2024-06-30 23:49:44,refunded
69,65,180,178.58,21.43,2024-05-30 11:56:35,completed
70,67,183,144.5,17.34,2024-05-22 14:31:10,cancelled
71,68,184,139.62,0,2024-05-13 07:54:57,cancelled
72,68,185,35.38,,2024-02-10 20:18:51,completed
73,69,190,88.89,10,2024-05-20 03:39:22,completed
74,69,191,110.2,22.04,2024-06-25 07:07:40,completed
75,70,900479,17.69,,2024-05-22 04:19:16,completed
76,71,194,95.28,0,2024-07-05 01:03:31,completed
77,71,196,207.75,0,2023-09-17 08:34:41,cancelled
78,72,198,116.44,,2024-06-25 22:32:50,completed
79,73,200,184.74,0,2023-12-22 08:19:32,completed
80,74,203,168.19,20.18,2023-08-17 16:00:40,completed
81,75,205,112.96,22.59,2024-03-28 05:06:30,pending
82,76,206,67.37,0,2024-04-04 07:52:31,completed
83,77,207,222.54,0,2024-06-30 05:58:47,refunded
84,81,900433,38.18,,2024-04-07 10:01:04,cancelled
85,81,218,97.59,0,2024-03-11 12:17:27,completed
86,82,222,10.19,,2024-06-22 08:01:46,completed
87,83,226,86.54,,2024-03-12 01:55:14,cancelled
88,86,236,126.64,0,2024-06-02 20:25:36,cancelled
89,86,235,70.56,,2023-12-17 15:01:56,completed
90,88,243,141.02,0,2024-04-29 11:59:07,completed
91,91,252,309.3,30.93,2024-04-21 21:18:28,pending
92,92,253,78.34,,2024-03-31 06:55:42,pending
93,93,255,226.7,,2024-05-25 23:33:12,refunded
94,95,258,36.33,5.45,2024-05-01 01:18:44,completed
95,96,259,60.38,0,2024-03-28 22:33:50,refunded
96,96,263,100.3,10,2024-04-03 14:05:02,refunded
97,97,264,126.58,0,2024-04-27 00:36:04,refunded
98,97,266,165.87,0,2024-04-30 02:33:10,cancelled
99,99,269,33.09,3.97,2024-06-26 17:43:29,cancelled
100,99,268,127.4,0,2024-06-30 06:11:13,pending
101,100,271,26.28,10,2024-02-24 23:51:37,completed
102,100,270,295.77,0,2024-04-18 14:34:52,completed
103,101,272,278.96,41.84,2024-01-02 01:45:56,refunded
104,102,276,97.24,,2023-09-22 09:24:38,pending
105,103,283,48.52,5,2024-06-06 00:59:01,completed
106,105,289,172.2,0,2024-02-09 16:08:14,completed
107,106,290,127.85,0,2024-05-22 10:49:53,completed
108,107,293,228.83,0,2024-04-20 03:43:13,cancelled
109,107,298,31.36,,2024-07-06 07:02:42,completed
110,107,296,198.62,0,2024-05-13 06:34:03,refunded
111,107,297,89.95,,2024-07-10 08:38:31,cancelled
112,110,302,173.68,20.84,2024-02-21 21:28:52,refunded
113,113,305,173.72,26.06,2024-03-26 04:47:45,completed
114,115,307,92.88,18.58,2024-03-18 01:51:09,pending
115,116,309,129.65,10,2024-06-14 17:18:15,refunded
116,117,316,65.43,,2024-03-04 22:12:47,completed
117,119,324,162.34,0,2024-03-01 06:55:48,completed
118,120,326,95.14,,2024-02-17 05:34:24,completed
119,120,328,332.26,0,2024-03-15 22:44:04,completed
120,124,341,30.54,,2024-03-21 08:37:21,completed
121,129,351,336.1,0,2024-04-27 13:54:49,refunded
122,129,902306,162.71,,2024-06-15 18:11:08,completed
123,130,353,134.45,0,2024-06-28 21:14:08,completed
124,131,356,43.06,0,2024-04-20 05:35:50,completed
125,131,355,102.4,20.48,2024-06-19 12:33:42,refunded
126,132,358,87.82,,2023-10-04 18:48:44,completed
127,133,359,79.52,0,2024-04-15 12:22:10,pending
128,134,360,96.48,0,2024-06-29 22:31:34,pending
129,136,370,52.73,0,2024-07-01 00:07:49,completed
130,136,369,17.61,0,2024-06-20 23:12:56,completed
131,139,377,104.14,5,2024-04-05 03:46:19,completed
132,142,382,184.28,,2024-07-01 15:38:22,completed
133,142,383,197.39,0,2024-06-11 05:11:18,cancelled
134,142,384,125.81,0,2024-06-03 05:56:30,refunded
135,143,387,146.92,0,2024-03-23 22:19:01,refunded
136,143,388,180.81,,2023-12-28 18:31:26,completed
137,144,391,83.25,16.65,2024-06-11 00:14:30,pending
138,144,393,155.73,0,2024-05-04 21:02:18,refunded
139,145,395,242.62,0,2024-03-26 03:13:58,refunded
140,148,405,10.32,10,2024-05-14 04:32:50,completed
141,149,407,37.65,4.52,2024-04-27 08:10:31,completed
142,151,415,95.92,14.39,2024-02-21 05:55:49,refunded
143,152,416,75.76,,2024-07-04 18:41:13,pending
144,153,419,177.76,,2023-12-26 23:30:00,cancelled
145,153,420,18.0,,2024-06-16 18:09:00,refunded
146,155,424,306.71,0,2023-08-27 17:41:48,cancelled
147,156,425,15.48,0,2024-03-29 03:35:15,cancelled
148,161,443,137.99,16.56,2024-02-02 22:04:21,completed
149,161,445,241.89,0,2024-03-21 10:44:45,refunded
150,161,446,125.85,12.59,2024-02-28 09:26:52,refunded
151,163,453,53.94,8.09,2024-07-05 20:13:01,pending
152,164,456,78.62,5,2024-04-04 10:28:09,refunded
153,164,457,11.0,,2024-01-22 04:06:32,pending
154,164,455,99.2,0,2024-03-24 11:12:58,completed
155,164,454,53.07,5.31,2024-07-09 23:16:25,refunded
156,165,458,161.56,,2024-04-01 11:11:03,completed
157,166,461,114.1,0,2024-05-14 08:24:23,completed
158,167,464,61.13,,2023-09-01 22:00:28,refunded
159,168,470,22.0,0,2024-02-12 13:43:26,refunded
160,170,473,380.82,0,2024-06-27 09:02:39,pending
161,171,476,131.19,32.8,2024-06-23 05:08:59,cancelled
162,171,478,115.52,0,2024-04-14 20:55:53,completed
163,172,486,78.84,,2024-05-20 07:18:46,cancelled
164,173,489,161.18,32.24,2024-07-14 17:45:23,refunded
165,173,488,149.64,,2024-04-18 16:43:52,pending
166,174,492,128.91,0,2024-05-17 01:12:35,pending
167,174,495,104.03,20.81,2024-03-13 22:17:08,pending
168,174,494,90.57,,2024-05-20 19:44:22,completed
169,174,493,58.74,0,2024-04-01 08:59:02,completed
170,177,502,39.61,10,2024-05-20 15:24:19,pending
171,178,504,60.57,5,2023-10-13 16:32:14,completed
172,179,508,43.86,,2024-06-04 15:06:06,completed
173,179,510,266.46,5,2024-07-09 01:46:16,completed
174,179,506,50.69,0,2024-01-02 19:55:23,cancelled
175,182,518,297.87,10,2023-12-13 21:37:29,completed
176,184,536,243.8,,2024-07-02 23:48:18,refunded
177,185,537,165.94,10,2024-03-13 21:25:46,pending
178,186,542,112.57,11.26,2024-06-03 20:45:31,completed
179,187,548,145.76,29.15,2024-02-08 16:32:25,cancelled
180,188,551,44.74,,2024-05-26 16:05:56,completed
181,189,552,17.64,,2024-03-18 13:40:05,completed
182,189,553,40.76,,2024-04-26 14:07:00,pending
183,190,557,218.37,,2024-03-15 09:10:59,pending
184,190,556,38.08,,2023-12-13 00:20:55,completed
185,190,558,97.45,0,2024-03-02 10:08:24,pending
186,190,561,72.47,10,2023-12-04 02:43:39,refunded
187,190,559,26.96,0,2024-02-19 10:48:02,pending
188,191,565,46.94,0,2024-01-20 22:34:02,pending
189,192,901792,92.05,,2024-02-20 17:52:10,completed
190,192,566,218.24,0,2024-04-28 17:30:52,completed
191,192,568,61.65,0,2024-06-10 04:51:30,pending
192,193,576,96.2,,2023-12-07 23:09:59,completed
193,193,574,82.31,0,2023-12-11 05:19:36,pending
194,193,575,84.92,0,2024-07-14 19:17:21,completed
195,193,573,313.92,62.78,2023-09-03 08:28:07,cancelled
196,194,579,77.32,7.73,2024-06-30 00:24:05,completed
197,194,578,190.95,,2024-05-26 16:54:50,completed
198,195,584,144.01,0,2024-05-28 12:03:27,refunded
199,195,582,89.16,5,2024-07-01 19:39:06,pending
200,196,587,114.93,10,2024-06-13 17:11:02,completed
201,196,585,53.07,0,2024-06-23 07:12:30,refunded
202,196,586,35.79,8.95,2024-06-09 04:22:24,refunded
203,197,590,170.84,0,2024-06-24 15:29:28,completed
204,197,588,131.97,15.84,2023-10-26 09:23:05,pending
205,200,902775,113.64,28.41,2024-03-12 17:30:21,refunded
206,201,601,139.03,0,2024-07-05 13:25:50,cancelled
207,202,607,37.02,,2024-07-13 07:00:40,completed
208,203,609,165.72,33.14,2023-10-14 14:35:46,refunded
209,204,614,11.0,,2024-03-28 02:38:08,pending
210,204,615,131.64,0,2024-06-26 21:53:24,pending
211,205,623,84.16,25.25,2024-06-04 04:36:31,completed
212,205,621,185.28,,2024-05-26 09:52:26,cancelled
213,207,628,175.13,0,2024-05-05 05:50:40,completed
214,207,629,132.97,19.95,2024-02-20 21:55:43,cancelled
215,208,631,91.33,18.27,2024-06-26 22:31:52,cancelled
216,209,632,14.43,1.73,2023-08-06 00:20:01,completed
217,210,633,370.8,55.62,2024-05-18 18:37:08,cancelled
218,214,643,60.4,5,2024-04-13 01:03:52,refunded
219,214,642,209.31,10,2023-10-11 04:00:38,refunded
220,214,641,96.5,0,2023-08-28 06:58:02,completed
221,216,648,218.85,43.77,2024-03-18 02:40:11,pending
222,216,647,185.96,27.89,2024-02-19 09:22:06,completed
223,221,664,73.6,0,2024-05-05 10:19:18,completed
224,221,665,83.68,0,2024-05-18 08:09:53,completed
225,223,671,84.93,0,2024-03-15 18:06:09,completed
226,223,672,43.62,5.23,2023-11-17 00:45:14,refunded
227,224,675,96.32,11.56,2024-03-20 02:34:21,cancelled
228,224,676,118.92,14.27,2024-01-16 18:59:04,completed
229,225,681,173.95,26.09,2024-02-27 23:50:27,completed
230,226,685,124.32,,2024-05-05 04:03:36,completed
231,226,684,130.11,0,2024-06-28 09:07:54,cancelled
232,227,903908,207.96,31.19,2023-11-07 22:31:59,completed
233,227,689,43.73,0,2024-02-15 12:43:09,pending
234,229,904285,386.68,10,2024-01-20 06:15:50,completed
235,230,700,33.04,,2024-07-06 21:37:21,pending
236,231,701,74.53,0,2023-07-27 10:01:43,completed
237,236,711,61.74,0,2024-02-22 08:40:43,completed
238,238,719,14.62,5,2024-04-02 02:49:14,refunded
239,238,715,214.14,,2024-04-05 22:04:51,completed
240,238,717,119.75,10,2024-03-07 05:20:34,completed
241,238,718,157.05,10,2024-01-11 17:51:26,refunded
242,239,720,106.7,0,2024-06-21 20:30:41,completed
243,239,724,36.84,,2024-05-15 04:01:52,completed
244,240,727,117.37,,2024-01-16 07:17:41,completed
245,241,728,82.4,8.24,2024-05-08 14:39:32,completed
246,241,730,87.31,8.73,2023-07-02 10:30:47,pending
247,241,729,141.6,,2024-07-09 07:33:47,cancelled
248,242,732,90.9,0,2024-02-25 08:02:13,pending
249,242,731,192.97,0,2024-01-28 16:50:03,completed
250,242,733,184.64,46.16,2023-09-08 08:08:25,completed
251,243,734,71.08,0,2023-12-28 04:53:56,completed
252,245,736,314.59,10,2023-12-24 15:33:47,completed
253,245,737,122.33,0,2024-06-26 20:47:26,cancelled
254,249,744,186.76,0,2023-10-22 14:23:37,completed
255,249,901435,61.94,,2024-03-02 09:38:11,completed
256,249,745,43.96,6.59,2023-09-29 08:59:03,completed
257,250,751,210.36,5,2023-12-03 04:01:08,refunded
258,250,753,192.74,,2024-06-02 08:21:52,completed
259,251,754,65.16,0,2024-05-30 14:00:46,completed
260,252,757,50.52,0,2024-04-07 04:10:40,completed
261,252,755,87.46,13.12,2024-03-31 01:05:05,completed
262,252,756,70.32,0,2023-09-06 01:01:17,completed
263,253,760,120.35,12.04,2024-06-23 11:22:59,pending
264,254,761,106.62,10.66,2024-03-31 13:47:10,completed
265,254,765,142.43,42.73,2024-05-01 01:22:11,refunded
266,255,768,27.05,0,2024-02-27 20:13:24,completed
267,255,767,244.83,,2023-12-30 08:11:42,completed
268,256,770,41.1,,2023-12-05 20:57:55,completed
269,257,772,9.46,2.37,2024-05-01 16:57:29,pending
270,257,771,22.0,0,2024-03-30 10:05:17,refunded
271,258,778,58.05,0,2024-05-30 00:24:28,pending
272,258,776,62.61,0,2024-03-24 20:32:17,refunded
273,259,779,58.07,,2023-08-01 04:50:52,refunded
274,264,798,93.0,,2024-05-10 11:43:28,cancelled
275,264,796,32.88,3.95,2024-04-29 10:32:20,completed
276,265,801,156.73,0,2024-06-05 04:19:36,completed
277,265,800,35.28,3.53,2024-02-07 03:53:05,refunded
278,266,802,11.0,0,2024-07-06 15:10:42,refunded
279,268,810,37.65,5,2024-07-02 13:30:36,completed
280,268,811,208.49,31.27,2024-01-24 05:47:51,completed
281,268,807,191.18,38.24,2024-05-30 18:33:22,pending
282,268,809,91.45,0,2024-03-02 13:03:53,refunded
283,268,808,27.0,0,2024-03-25 19:10:25,pending
284,270,818,177.97,,2023-09-10 20:49:48,completed
285,270,817,252.0,0,2023-09-28 21:42:39,refunded
286,270,820,26.28,0,2023-10-01 17:55:42,completed
287,271,822,129.88,12.99,2024-03-25 06:44:53,completed
288,272,824,35.74,10,2023-09-28 05:10:11,completed
289,274,828,107.61,0,2024-05-24 04:23:23,cancelled
290,274,827,52.83,5.28,2024-07-05 11:55:04,refunded
291,275,831,277.88,10,2024-06-03 18:02:12,pending
292,275,832,161.46,,2024-06-03 01:23:53,completed
293,276,833,104.58,,2024-06-05 21:21:19,completed
294,279,838,73.98,,2024-06-28 12:05:32,completed
295,280,839,75.3,0,2024-06-13 07:49:03,completed
296,282,844,394.63,0,2024-02-13 23:23:31,refunded
297,283,846,162.18,32.44,2024-02-24 12:56:07,cancelled
298,283,845,33.28,0,2024-02-27 04:49:41,cancelled
299,283,847,43.86,0,2024-02-26 01:15:26,pending
300,285,850,59.51,,2024-03-18 14:10:03,refunded
301,285,851,152.28,0,2024-05-17 23:02:43,refunded
302,286,853,102.02,10.2,2024-06-03 08:22:44,completed
303,287,855,34.35,,2023-10-28 15:29:33,refunded
304,289,863,302.51,30.25,2024-04-21 03:42:52,pending
305,290,904210,86.58,,2024-05-19 12:30:13,cancelled
306,290,864,12.34,0,2024-06-27 06:01:43,pending
307,291,870,129.18,25.84,2024-06-26 17:24:05,completed
308,291,868,83.2,12.48,2024-05-16 03:25:52,completed
309,292,872,265.14,39.77,2024-01-02 22:10:05,completed
310,293,874,83.27,,2024-06-05 11:57:33,refunded
311,294,878,73.68,7.37,2024-07-01 00:46:57,refunded
312,294,875,30.72,,2024-03-26 10:16:35,completed
313,294,877,27.0,0,2024-03-14 16:45:46,pending
314,295,879,43.06,10,2024-02-09 06:45:49,completed
315,295,880,140.64,,2024-05-08 10:32:54,completed
316,296,885,36.5,,2024-07-05 10:18:25,cancelled
317,296,883,13.8,1.38,2024-05-06 20:24:10,completed
318,296,886,253.64,0,2024-06-06 01:02:17,completed
319,297,888,71.75,0,2024-02-16 15:04:58,cancelled
320,298,890,41.24,8.25,2024-06-15 04:01:42,pending
321,298,891,314.97,0,2024-05-27 14:38:07,completed
322,299,895,33.11,,2024-06-30 00:39:14,pending
323,299,896,275.89,0,2024-05-16 00:26:56,completed
324,302,912,99.68,0,2023-11-14 17:47:00,cancelled
325,303,915,120.75,0,2024-02-08 21:53:22,pending
326,304,923,152.52,0,2024-04-23 16:11:38,completed
327,304,922,126.79,12.68,2024-04-18 13:17:46,pending
328,304,921,88.64,,2024-04-23 21:24:39,cancelled
329,305,926,261.47,,2024-07-08 03:30:40,cancelled
330,305,925,173.08,,2023-12-13 18:03:49,completed
331,309,934,176.99,44.25,2023-09-23 03:28:30,pending
332,310,937,214.64,5,2024-07-11 09:03:58,completed
333,310,940,181.76,27.26,2024-07-11 21:29:53,refunded
334,311,941,257.11,10,2024-05-31 17:26:04,completed
335,312,942,30.57,,2024-07-10 12:35:35,completed
336,314,947,281.32,5,2024-07-01 20:06:45,completed
337,315,952,190.58,19.06,2024-03-05 22:13:13,pending
338,315,953,43.62,,2023-12-28 16:38:10,completed
339,315,948,96.78,9.68,2024-05-16 11:07:54,completed
340,317,957,111.34,0,2024-05-13 22:27:03,completed
341,317,956,87.98,10.56,2024-07-06 04:20:51,pending
342,317,955,182.59,0,2024-04-14 16:17:17,pending
343,317,959,308.23,10,2024-04-09 03:26:53,pending
344,318,967,147.1,0,2024-07-09 10:36:57,completed
345,320,971,44.94,,2024-03-16 23:40:12,completed
346,320,975,124.66,5,2024-05-07 15:06:14,completed
347,320,974,75.3,7.53,2024-05-25 11:27:31,refunded
348,321,977,52.06,,2024-04-26 17:07:58,pending
349,323,981,27.57,0,2023-12-10 03:01:37,completed
350,324,982,52.76,,2023-09-05 01:24:56,cancelled
351,325,986,200.98,20.1,2024-04-25 22:42:53,pending
352,326,989,105.88,10,2023-09-26 05:20:39,pending
353,330,1005,83.25,,2024-06-09 11:50:50,completed
354,333,1019,159.44,0,2024-07-10 19:34:43,refunded
355,334,1020,44.81,0,2024-07-03 15:03:51,cancelled
356,334,1022,27.88,8.36,2024-04-29 21:45:47,completed
357,334,1021,64.0,0,2024-04-06 10:23:10,cancelled
358,334,1025,70.01,,2024-06-28 11:10:11,completed
359,335,1027,99.5,14.92,2024-05-31 23:41:24,cancelled
360,335,1033,76.16,0,2024-03-22 19:48:34,refunded
361,336,1034,38.18,11.45,2024-05-24 19:42:01,completed
362,337,1035,238.21,0,2023-12-06 18:40:03,completed
363,337,1036,165.84,0,2023-12-27 01:02:55,refunded
364,338,1037,183.23,0,2024-03-07 22:49:53,completed
365,339,1038,36.84,,2023-09-04 19:41:06,completed
366,339,1039,71.08,17.77,2024-04-07 09:40:54,refunded
367,341,1041,276.62,,2024-05-29 01:29:45,cancelled
368,345,1052,89.85,,2024-06-24 18:08:21,pending
369,345,1051,37.68,5.65,2024-01-04 14:37:01,completed
370,346,1054,92.76,,2024-01-24 20:35:42,cancelled
371,346,904575,107.77,26.94,2024-05-06 14:10:52,refunded
372,347,1055,131.51,15.78,2023-12-25 05:04:31,completed
373,348,1058,114.24,0,2024-05-19 17:09:24,completed
374,349,1060,241.61,,2024-04-26 00:09:51,completed
375,350,1061,81.21,,2023-11-14 01:39:53,refunded
376,351,1062,47.04,,2024-05-17 01:07:10,cancelled
377,352,1065,73.6,8.83,2024-04-28 13:51:08,completed
378,353,1066,60.12,0,2024-02-22 09:49:03,refunded
379,354,1068,97.54,,2024-06-09 00:39:01,pending
380,355,903380,104.53,5,2024-04-15 16:15:39,completed
381,355,1071,276.41,0,2024-05-26 05:56:32,pending
382,355,1069,136.04,0,2024-06-01 09:49:23,completed
383,357,1073,107.88,0,2024-04-15 15:42:51,pending
384,358,1076,106.79,12.81,2024-06-04 16:21:37,refunded
385,359,1077,156.1,0,2024-06-30 06:24:16,completed
386,360,902180,198.25,0,2024-02-14 04:59:48,pending
387,360,1080,86.4,12.96,2024-06-29 16:43:19,completed
388,361,1085,190.16,0,2023-09-27 22:26:11,refunded
389,362,1086,21.81,3.27,2023-12-31 22:49:30,refunded
390,363,1088,115.1,0,2024-07-03 22:19:44,cancelled
391,365,1093,113.18,,2024-02-09 17:41:11,completed
392,368,1106,211.23,5,2024-04-14 16:53:45,completed
393,368,1107,71.08,10.66,2024-06-24 01:28:00,completed
394,369,1110,9.46,0,2024-06-17 22:08:10,cancelled
395,370,1117,342.13,0,2024-02-25 02:23:26,completed
396,370,1116,161.65,0,2024-05-13 09:46:08,completed
397,370,1114,118.83,,2024-04-10 03:59:01,completed
398,373,1127,131.88,0,2023-12-27 10:31:25,pending
399,374,1130,166.14,0,2023-10-31 02:32:16,refunded
400,374,1128,104.35,0,2024-06-25 12:19:12,completed
401,375,1132,140.08,,2024-05-22 02:37:26,pending
402,376,1133,46.94,,2024-03-25 08:43:40,completed
403,379,1136,77.87,10,2024-05-08 14:59:00,pending
404,380,1140,201.25,10,2023-09-08 14:26:57,pending
405,381,1144,234.66,0,2024-07-05 06:32:50,completed
406,383,1152,119.53,5,2023-12-14 11:15:28,cancelled
407,383,1149,167.93,0,2024-04-11 15:00:19,completed
408,383,1151,114.72,0,2024-04-26 09:07:57,completed
409,384,1153,220.24,,2024-04-04 03:32:27,cancelled
410,385,1154,130.05,13.01,2023-08-24 05:20:26,pending
411,385,1155,94.4,0,2023-10-25 05:47:17,completed
412,387,1162,245.73,61.43,2024-03-27 12:51:38,cancelled
413,391,1176,91.11,18.22,2024-04-20 19:54:37,refunded
414,393,1183,214.89,,2024-05-29 20:00:05,completed
415,396,1190,165.15,0,2023-11-21 16:49:08,cancelled
416,396,1188,77.19,9.26,2023-12-31 21:18:36,pending
417,398,1194,74.69,8.96,2023-11-19 01:32:36,completed
418,398,1193,57.2,,2023-11-19 14:06:26,pending
419,399,1196,146.3,0,2024-06-08 13:45:03,completed
420,406,1220,84.14,0,2024-03-03 01:31:02,completed
421,406,1221,147.9,,2023-10-20 10:53:48,completed
422,406,1222,101.36,0,2023-12-12 12:15:27,pending
423,406,1223,145.62,0,2023-12-20 21:56:24,completed
424,407,1225,174.23,34.85,2024-06-24 20:11:00,completed
425,411,1242,179.14,0,2024-07-13 20:18:42,refunded
426,411,1240,133.78,0,2024-06-20 02:25:36,completed
427,412,904548,278.0,0,2024-05-07 07:50:20,pending
428,413,1245,30.54,3.66,2023-11-07 19:06:34,completed
429,414,1246,129.18,0,2024-06-15 16:09:46,completed
430,414,1247,95.32,11.44,2024-04-23 16:07:03,completed
431,414,1248,86.74,0,2024-05-12 11:27:30,cancelled
432,415,1249,106.83,,2024-07-14 23:01:52,completed
433,417,1253,33.33,0,2024-03-01 20:10:34,refunded
434,419,1257,300.9,0,2024-01-14 09:29:54,pending
435,420,1265,170.66,10,2023-12-23 23:41:17,completed
436,420,1264,260.35,5,2024-04-12 06:56:33,cancelled
437,420,1260,83.37,,2024-06-08 02:55:32,completed
438,421,1268,130.11,,2023-11-06 06:40:37,cancelled
439,427,1285,18.37,0,2024-06-17 01:38:27,pending
440,428,1287,37.65,0,2024-03-12 01:46:37,completed
441,428,1286,89.8,,2024-02-09 22:56:58,cancelled
442,429,1288,220.96,,2024-04-28 10:11:59,completed
443,429,1289,265.95,,2024-05-24 23:06:31,completed
444,430,1295,155.12,31.02,2024-02-21 22:54:00,pending
445,431,904602,327.8,0,2024-06-23 15:43:48,completed
446,432,1297,210.33,0,2024-02-11 21:18:18,cancelled
447,435,1307,118.3,0,2023-08-21 08:11:12,cancelled
448,437,1312,24.12,0,2023-12-20 07:07:52,completed
449,440,1323,183.72,36.74,2024-04-03 09:30:03,completed
450,440,1324,165.63,0,2024-04-04 06:23:23,pending
451,441,1326,128.29,19.24,2024-05-25 00:26:48,completed
452,441,1325,330.84,5,2024-01-22 21:00:15,refunded
453,442,1329,83.66,,2024-04-29 07:44:54,completed
454,443,1335,83.28,0,2024-02-13 23:29:18,pending
455,444,1338,71.08,0,2024-06-26 04:22:29,completed
456,445,1343,160.28,48.08,2023-12-23 02:45:54,completed
457,445,1340,86.54,0,2024-03-27 11:18:16,completed
458,447,900581,147.29,14.73,2023-08-29 08:15:07,completed
459,448,1349,117.1,,2023-10-12 11:07:50,pending
460,450,1355,132.16,5,2024-04-24 22:53:28,cancelled
461,451,1356,114.24,,2024-07-12 23:15:48,completed
462,451,1357,172.98,,2024-04-18 16:37:06,refunded
463,453,1361,218.24,,2023-11-02 19:04:19,completed
464,455,1365,108.78,,2024-05-09 20:57:28,completed
465,458,900279,173.44,0,2024-06-07 23:08:56,completed
466,458,904916,36.74,,2024-07-01 17:22:22,completed
467,460,1377,70.41,21.12,2024-06-25 05:45:59,pending
468,460,1378,159.56,,2024-04-14 15:31:41,refunded
469,461,903422,74.56,0,2024-05-01 01:22:51,completed
470,461,1379,21.81,2.62,2024-03-12 17:40:00,completed
471,461,1380,71.32,8.56,2024-07-05 19:51:14,refunded
472,462,1382,117.54,0,2024-04-29 23:21:59,cancelled
473,463,902853,240.48,0,2024-04-04 07:53:55,completed
474,467,1391,136.66,0,2023-10-19 14:06:19,completed
475,469,1396,106.08,0,2024-02-21 14:15:07,completed
476,469,1398,39.42,0,2024-06-16 17:32:46,cancelled
477,470,1400,168.19,,2024-06-25 21:13:54,refunded
478,470,1399,22.22,,2024-06-15 18:09:44,completed
479,473,1407,107.93,,2024-04-26 16:25:54,pending
480,477,1416,172.68,10,2024-06-11 16:20:45,completed
