date,channel,campaign_id,spend,impressions,clicks
2023-06-22,instagram,INSTAGRAM_SUMMER24,153.99,4525,
2023-06-22,email,EMAIL_SUMMER24,187.86,14487,288
2023-06-23,google,GOOGLE_SUMMER24,42.84,2356,52
2023-06-23,facebook,FACEBOOK_SUMMER24,363.3,8063,495
2023-06-23,instagram,INSTAGRAM_SUMMER24,245.03,7603,220
2023-06-23,email,EMAIL_SUMMER24,268.12,15522,229
2023-06-24,google,GOOGLE_SUMMER24,14.46,1036,16
2023-06-24,facebook,FACEBOOK_SUMMER24,33.4,2207,158
2023-06-24,instagram,INSTAGRAM_SUMMER24,365.51,8985,505
2023-06-24,email,EMAIL_SUMMER24,774.85,16106,885
2023-06-25,google,GOOGLE_SUMMER24,98.24,6492,485
2023-06-25,facebook,FACEBOOK_SUMMER24,267.07,14941,310
2023-06-25,instagram,INSTAGRAM_SUMMER24,27.98,2600,58
2023-06-25,email,EMAIL_SUMMER24,410.63,11747,434
2023-06-26,google,GOOGLE_SUMMER24,267.85,5331,406
2023-06-26,facebook,FACEBOOK_SUMMER24,49.92,3000,196
2023-06-26,instagram,INSTAGRAM_SUMMER24,233.46,15504,1203
2023-06-26,email,EMAIL_SUMMER24,131.33,2138,121
2023-06-27,google,GOOGLE_SUMMER24,93.36,16383,497
2023-06-27,facebook,FACEBOOK_SUMMER24,159.28,3893,199
2023-06-27,instagram,INSTAGRAM_SUMMER24,60.3,4084,182
2023-06-27,email,EMAIL_SUMMER24,177.98,8840,242
2023-06-28,google,GOOGLE_SUMMER24,58.8,5403,108
2023-06-28,facebook,FACEBOOK_SUMMER24,783.86,19869,1421
2023-06-28,instagram,INSTAGRAM_SUMMER24,32.23,549,32
2023-06-28,email,EMAIL_SUMMER24,35.11,1106,34
2023-06-29,google,GOOGLE_SUMMER24,4.3,884,25
2023-06-29,facebook,FACEBOOK_SUMMER24,710.49,12870,818
2023-06-29,instagram,INSTAGRAM_SUMMER24,547.47,15186,680
2023-06-29,email,EMAIL_SUMMER24,166.09,7355,155
2023-06-30,google,GOOGLE_SUMMER24,739.22,15322,1141
2023-06-30,facebook,FACEBOOK_SUMMER24,14.54,5533,62
2023-06-30,instagram,INSTAGRAM_SUMMER24,31.17,4885,58
2023-06-30,email,EMAIL_SUMMER24,71.7,4334,64
2023-07-01,google,GOOGLE_WELCOME,135.33,5468,281
2023-07-01,facebook,FACEBOOK_WELCOME,326.24,8507,360
2023-07-01,instagram,INSTAGRAM_WELCOME,664.5,10220,577
2023-07-01,email,EMAIL_WELCOME,86.0,8993,482
2023-07-02,google,GOOGLE_WELCOME,72.95,4005,102
2023-07-02,facebook,FACEBOOK_WELCOME,146.42,7854,465
2023-07-02,instagram,INSTAGRAM_WELCOME,90.84,3592,274
2023-07-02,email,EMAIL_WELCOME,178.81,4191,250
2023-07-03,google,GOOGLE_WELCOME,66.88,13655,421
2023-07-03,facebook,FACEBOOK_WELCOME,498.01,18727,891
2023-07-03,instagram,INSTAGRAM_WELCOME,3.35,531,6
2023-07-03,email,EMAIL_WELCOME,536.01,14991,819
2023-07-04,google,GOOGLE_WELCOME,321.46,13204,721
2023-07-04,facebook,FACEBOOK_WELCOME,206.67,4391,227
2023-07-04,instagram,INSTAGRAM_WELCOME,186.63,5117,307
2023-07-04,email,EMAIL_WELCOME,121.22,10515,613
2023-07-05,google,GOOGLE_WELCOME,81.82,4195,124
2023-07-05,facebook,FACEBOOK_WELCOME,70.74,4167,67
2023-07-05,instagram,INSTAGRAM_WELCOME,690.61,19966,1564
2023-07-05,email,EMAIL_WELCOME,90.15,7026,124
2023-07-06,google,GOOGLE_WELCOME,68.06,1186,73
2023-07-06,facebook,FACEBOOK_WELCOME,310.12,6945,433
2023-07-06,instagram,INSTAGRAM_WELCOME,3.97,626,20
2023-07-06,email,EMAIL_WELCOME,60.35,8198,397
2023-07-07,google,GOOGLE_WELCOME,254.03,6100,342
2023-07-07,facebook,FACEBOOK_WELCOME,197.9,14662,314
2023-07-07,instagram,INSTAGRAM_WELCOME,545.95,18712,1487
2023-07-07,email,EMAIL_WELCOME,117.75,7179,179
2023-07-08,google,GOOGLE_WELCOME,353.14,4237,304
2023-07-08,facebook,FACEBOOK_WELCOME,61.88,6301,238
2023-07-08,instagram,INSTAGRAM_WELCOME,14.32,526,41
2023-07-08,email,EMAIL_WELCOME,146.93,7892,474
2023-07-09,google,GOOGLE_WELCOME,93.12,7833,269
2023-07-09,facebook,FACEBOOK_WELCOME,599.17,16126,528
2023-07-09,instagram,INSTAGRAM_WELCOME,181.05,16303,725
2023-07-09,email,EMAIL_WELCOME,346.21,19571,424
2023-07-10,google,GOOGLE_WELCOME,57.66,9229,252
2023-07-10,facebook,FACEBOOK_WELCOME,123.46,4326,182
2023-07-10,instagram,INSTAGRAM_WELCOME,710.17,17973,989
2023-07-10,email,EMAIL_WELCOME,83.07,1045,82
2023-07-11,google,GOOGLE_WELCOME,612.08,13582,643
2023-07-11,facebook,FACEBOOK_WELCOME,59.75,5033,164
2023-07-11,instagram,INSTAGRAM_WELCOME,76.17,5825,198
2023-07-11,email,EMAIL_WELCOME,1003.1,15060,928
2023-07-12,google,GOOGLE_WELCOME,256.23,16070,321
2023-07-12,facebook,FACEBOOK_WELCOME,421.8,,745
2023-07-12,instagram,INSTAGRAM_WELCOME,420.62,15484,487
2023-07-12,email,EMAIL_WELCOME,252.32,19209,574
2023-07-13,google,GOOGLE_WELCOME,316.17,17017,1179
2023-07-13,facebook,FACEBOOK_WELCOME,263.96,11751,287
2023-07-13,instagram,INSTAGRAM_WELCOME,461.04,10099,649
2023-07-13,email,EMAIL_WELCOME,232.01,,336
2023-07-14,google,GOOGLE_WELCOME,354.59,4375,299
2023-07-14,facebook,FACEBOOK_WELCOME,374.76,,513
2023-07-14,instagram,INSTAGRAM_WELCOME,184.39,9365,
2023-07-14,email,EMAIL_WELCOME,318.35,18182,911
2023-07-15,google,GOOGLE_WELCOME,707.82,18222,885
2023-07-15,facebook,FACEBOOK_WELCOME,113.25,,193
2023-07-15,instagram,INSTAGRAM_WELCOME,1096.52,15149,987
2023-07-15,email,EMAIL_WELCOME,481.13,13291,839
2023-07-16,google,GOOGLE_WELCOME,93.33,7161,80
2023-07-16,facebook,FACEBOOK_WELCOME,271.53,19024,445
2023-07-16,instagram,INSTAGRAM_WELCOME,123.85,14655,606
2023-07-16,email,EMAIL_WELCOME,65.94,4376,206
2023-07-17,google,GOOGLE_WELCOME,310.82,7186,287
2023-07-17,facebook,FACEBOOK_WELCOME,330.49,10429,797
2023-07-17,instagram,INSTAGRAM_WELCOME,617.7,9486,536
2023-07-17,email,EMAIL_WELCOME,311.54,12762,274
2023-07-18,google,GOOGLE_WELCOME,647.73,11103,818
2023-07-18,facebook,FACEBOOK_WELCOME,315.97,14441,
2023-07-18,instagram,INSTAGRAM_WELCOME,168.29,8230,206
2023-07-18,email,EMAIL_WELCOME,580.78,16848,530
2023-07-19,google,GOOGLE_WELCOME,513.78,12701,658
2023-07-19,facebook,FACEBOOK_WELCOME,183.14,8094,383
2023-07-19,instagram,INSTAGRAM_WELCOME,263.83,11412,696
2023-07-19,email,EMAIL_WELCOME,9.88,2346,24
2023-07-20,google,GOOGLE_WELCOME,197.49,2727,204
2023-07-20,facebook,FACEBOOK_WELCOME,417.22,15681,699
2023-07-20,instagram,INSTAGRAM_WELCOME,519.93,11854,579
2023-07-20,email,EMAIL_WELCOME,237.77,10503,230
2023-07-21,google,GOOGLE_WELCOME,166.01,4289,336
2023-07-21,facebook,FACEBOOK_WELCOME,601.83,11509,853
2023-07-21,instagram,INSTAGRAM_WELCOME,174.87,8964,370
2023-07-21,email,EMAIL_WELCOME,360.7,12185,780
2023-07-22,google,GOOGLE_WELCOME,177.19,10192,181
2023-07-22,facebook,FACEBOOK_WELCOME,342.59,19213,810
2023-07-22,instagram,INSTAGRAM_WELCOME,253.84,8081,357
2023-07-22,email,EMAIL_WELCOME,50.86,3224,229
2023-07-23,google,GOOGLE_WELCOME,48.84,6470,258
2023-07-23,facebook,FACEBOOK_WELCOME,272.6,18745,
2023-07-23,instagram,INSTAGRAM_WELCOME,363.73,18681,755
2023-07-23,email,EMAIL_WELCOME,415.47,10518,406
2023-07-24,google,GOOGLE_WELCOME,160.18,17272,233
2023-07-24,facebook,FACEBOOK_WELCOME,214.69,6660,202
2023-07-24,instagram,INSTAGRAM_WELCOME,751.27,12915,973
2023-07-24,email,EMAIL_WELCOME,109.21,7855,193
2023-07-25,google,GOOGLE_WELCOME,454.85,14590,413
2023-07-25,facebook,FACEBOOK_WELCOME,22.49,1450,84
2023-07-25,instagram,INSTAGRAM_WELCOME,238.96,19421,217
2023-07-25,email,EMAIL_WELCOME,153.51,3619,214
2023-07-26,google,GOOGLE_WELCOME,188.5,6077,337
2023-07-26,facebook,FACEBOOK_WELCOME,480.02,15501,787
2023-07-26,instagram,INSTAGRAM_WELCOME,488.93,16565,546
2023-07-26,email,EMAIL_WELCOME,58.11,4142,285
2023-07-27,google,GOOGLE_WELCOME,1042.91,18155,955
2023-07-27,facebook,FACEBOOK_WELCOME,167.9,10305,484
2023-07-27,instagram,INSTAGRAM_WELCOME,85.07,15642,172
2023-07-27,email,EMAIL_WELCOME,736.51,11271,752
2023-07-28,google,GOOGLE_WELCOME,149.73,5738,267
2023-07-28,facebook,FACEBOOK_WELCOME,24.4,1472,36
2023-07-28,instagram,INSTAGRAM_WELCOME,126.44,3184,160
2023-07-28,email,EMAIL_WELCOME,627.49,11528,580
2023-07-29,google,GOOGLE_WELCOME,338.93,19271,1042
2023-07-29,facebook,FACEBOOK_WELCOME,231.99,10842,220
2023-07-29,instagram,INSTAGRAM_WELCOME,211.25,12744,207
2023-07-29,email,EMAIL_WELCOME,197.42,15726,1215
2023-07-30,google,GOOGLE_WELCOME,142.54,13429,153
2023-07-30,facebook,FACEBOOK_WELCOME,24.16,841,23
2023-07-30,instagram,INSTAGRAM_WELCOME,129.84,4904,270
2023-07-30,email,EMAIL_WELCOME,69.72,2435,141
2023-07-31,google,GOOGLE_WELCOME,28.66,4531,58
2023-07-31,facebook,FACEBOOK_WELCOME,303.89,7269,276
2023-07-31,instagram,INSTAGRAM_WELCOME,151.05,7238,264
2023-07-31,email,EMAIL_WELCOME,593.26,17200,1039
2023-08-01,google,GOOGLE_RETARGET,117.96,2477,146
2023-08-01,facebook,FACEBOOK_RETARGET,193.85,14596,238
2023-08-01,instagram,INSTAGRAM_RETARGET,813.19,11454,804
2023-08-01,email,EMAIL_RETARGET,210.12,11861,774
2023-08-02,google,GOOGLE_RETARGET,109.2,1895,106
2023-08-02,facebook,FACEBOOK_RETARGET,71.47,1423,99
2023-08-02,instagram,INSTAGRAM_RETARGET,9.06,653,22
2023-08-02,email,EMAIL_RETARGET,116.59,8902,131
2023-08-03,google,GOOGLE_RETARGET,589.84,15633,1205
2023-08-03,facebook,FACEBOOK_RETARGET,170.69,10317,398
2023-08-03,instagram,INSTAGRAM_RETARGET,265.85,,910
2023-08-03,email,EMAIL_RETARGET,101.86,14252,350
2023-08-04,google,GOOGLE_RETARGET,322.37,8992,515
2023-08-04,facebook,FACEBOOK_RETARGET,418.53,7427,555
2023-08-04,instagram,INSTAGRAM_RETARGET,557.35,9023,529
2023-08-04,email,EMAIL_RETARGET,9.95,617,30
2023-08-05,google,GOOGLE_RETARGET,310.97,17183,718
2023-08-05,facebook,FACEBOOK_RETARGET,537.81,8270,563
2023-08-05,instagram,INSTAGRAM_RETARGET,132.62,16587,309
2023-08-05,email,EMAIL_RETARGET,1700.76,18614,1436
2023-08-06,google,GOOGLE_RETARGET,575.23,9379,603
2023-08-06,facebook,FACEBOOK_RETARGET,1178.42,17011,1075
2023-08-06,instagram,INSTAGRAM_RETARGET,363.62,12268,948
2023-08-06,email,EMAIL_RETARGET,69.07,,
2023-08-07,google,GOOGLE_RETARGET,164.27,4193,318
2023-08-07,facebook,FACEBOOK_RETARGET,8.24,1259,29
2023-08-07,instagram,INSTAGRAM_RETARGET,29.42,1794,133
2023-08-07,email,EMAIL_RETARGET,157.49,3285,
2023-08-08,google,GOOGLE_RETARGET,29.53,9658,141
2023-08-08,facebook,FACEBOOK_RETARGET,59.76,9416,159
2023-08-08,instagram,INSTAGRAM_RETARGET,216.72,18549,1020
2023-08-08,email,EMAIL_RETARGET,46.29,5233,105
2023-08-09,google,GOOGLE_RETARGET,756.48,18785,812
2023-08-09,facebook,FACEBOOK_RETARGET,88.86,7207,164
2023-08-09,instagram,INSTAGRAM_RETARGET,85.22,6579,199
2023-08-09,email,EMAIL_RETARGET,171.17,14236,241
2023-08-10,google,GOOGLE_RETARGET,620.81,17730,712
2023-08-10,facebook,FACEBOOK_RETARGET,469.52,13586,562
2023-08-10,instagram,INSTAGRAM_RETARGET,76.5,1541,79
2023-08-10,email,EMAIL_RETARGET,38.57,4941,73
2023-08-11,google,GOOGLE_RETARGET,387.08,11607,493
2023-08-11,facebook,FACEBOOK_RETARGET,,11429,878
2023-08-11,instagram,INSTAGRAM_RETARGET,238.83,15621,254
2023-08-11,email,EMAIL_RETARGET,99.36,4076,99
2023-08-12,google,GOOGLE_RETARGET,111.29,2976,166
2023-08-12,facebook,FACEBOOK_RETARGET,689.49,10861,770
2023-08-12,instagram,INSTAGRAM_RETARGET,96.69,16752,297
2023-08-12,email,EMAIL_RETARGET,13.68,706,29
2023-08-13,google,GOOGLE_RETARGET,227.98,7891,498
2023-08-13,facebook,FACEBOOK_RETARGET,48.78,5225,86
2023-08-13,instagram,INSTAGRAM_RETARGET,175.52,9343,587
2023-08-13,email,EMAIL_RETARGET,528.6,19614,569
2023-08-14,google,GOOGLE_RETARGET,251.05,12815,681
2023-08-14,facebook,FACEBOOK_RETARGET,26.41,3592,92
2023-08-14,instagram,INSTAGRAM_RETARGET,109.39,10333,624
2023-08-14,email,EMAIL_RETARGET,323.42,12266,624
2023-08-15,google,GOOGLE_RETARGET,149.84,4118,133
2023-08-15,facebook,FACEBOOK_RETARGET,400.66,14585,697
2023-08-15,instagram,INSTAGRAM_RETARGET,543.07,18059,1299
2023-08-15,email,EMAIL_RETARGET,280.7,17332,991
2023-08-16,google,GOOGLE_RETARGET,377.27,16890,790
2023-08-16,facebook,FACEBOOK_RETARGET,1728.07,18767,1470
2023-08-16,instagram,INSTAGRAM_RETARGET,222.3,19087,365
2023-08-16,email,EMAIL_RETARGET,1285.2,17837,1343
2023-08-17,google,GOOGLE_RETARGET,311.9,4689,320
2023-08-17,facebook,FACEBOOK_RETARGET,488.68,14821,428
2023-08-17,instagram,INSTAGRAM_RETARGET,301.37,17794,
2023-08-17,email,EMAIL_RETARGET,76.16,2660,212
2023-08-18,google,GOOGLE_RETARGET,16.84,976,
2023-08-18,facebook,FACEBOOK_RETARGET,9.03,1175,13
2023-08-18,instagram,INSTAGRAM_RETARGET,442.4,,572
2023-08-18,email,EMAIL_RETARGET,423.84,19116,1528
2023-08-19,google,GOOGLE_RETARGET,122.28,3525,130
2023-08-19,facebook,FACEBOOK_RETARGET,253.09,16702,402
2023-08-19,instagram,INSTAGRAM_RETARGET,1094.8,19412,1181
2023-08-19,email,EMAIL_RETARGET,424.27,11537,357
2023-08-20,google,GOOGLE_RETARGET,879.58,18444,733
2023-08-20,facebook,FACEBOOK_RETARGET,792.08,19816,912
2023-08-20,instagram,INSTAGRAM_RETARGET,154.27,8505,652
2023-08-20,email,EMAIL_RETARGET,907.15,18695,1032
2023-08-21,google,GOOGLE_RETARGET,36.69,10626,217
2023-08-21,facebook,FACEBOOK_RETARGET,47.54,2741,97
2023-08-21,instagram,INSTAGRAM_RETARGET,301.4,11039,400
2023-08-21,email,EMAIL_RETARGET,401.35,9456,665
2023-08-22,google,GOOGLE_RETARGET,,5020,144
2023-08-22,facebook,FACEBOOK_RETARGET,62.89,3501,203
2023-08-22,instagram,INSTAGRAM_RETARGET,237.74,9969,775
2023-08-22,email,EMAIL_RETARGET,818.83,16910,1219
2023-08-23,google,GOOGLE_RETARGET,235.33,12247,668
2023-08-23,facebook,FACEBOOK_RETARGET,79.02,15390,172
2023-08-23,instagram,INSTAGRAM_RETARGET,122.66,5070,246
2023-08-23,email,EMAIL_RETARGET,479.87,,409
2023-08-24,google,GOOGLE_RETARGET,44.54,13527,243
2023-08-24,facebook,FACEBOOK_RETARGET,115.21,14474,558
2023-08-24,instagram,INSTAGRAM_RETARGET,36.38,3339,40
2023-08-24,email,EMAIL_RETARGET,276.01,4666,232
2023-08-25,google,GOOGLE_RETARGET,34.65,1462,81
2023-08-25,facebook,FACEBOOK_RETARGET,289.41,14570,589
2023-08-25,instagram,INSTAGRAM_RETARGET,259.83,8972,285
2023-08-25,email,EMAIL_RETARGET,241.86,5229,410
2023-08-26,google,GOOGLE_RETARGET,5.58,1324,23
2023-08-26,facebook,FACEBOOK_RETARGET,265.29,7216,559
2023-08-26,instagram,INSTAGRAM_RETARGET,271.0,14323,226
2023-08-26,email,EMAIL_RETARGET,67.52,3827,239
2023-08-27,google,GOOGLE_RETARGET,29.11,624,28
2023-08-27,facebook,FACEBOOK_RETARGET,1093.82,13613,1043
2023-08-27,instagram,INSTAGRAM_RETARGET,623.23,14981,1076
2023-08-27,email,EMAIL_RETARGET,445.31,10115,436
2023-08-28,google,GOOGLE_RETARGET,79.35,12349,136
2023-08-28,facebook,FACEBOOK_RETARGET,388.98,19034,834
2023-08-28,instagram,INSTAGRAM_RETARGET,109.64,7364,232
2023-08-28,email,EMAIL_RETARGET,129.2,5492,419
2023-08-29,google,GOOGLE_RETARGET,109.52,,261
2023-08-29,facebook,FACEBOOK_RETARGET,520.55,9557,631
2023-08-29,instagram,INSTAGRAM_RETARGET,774.0,16656,1069
2023-08-29,email,EMAIL_RETARGET,148.07,14558,383
2023-08-30,google,GOOGLE_RETARGET,1025.81,16972,1127
2023-08-30,facebook,FACEBOOK_RETARGET,120.84,18091,210
2023-08-30,instagram,INSTAGRAM_RETARGET,296.96,3722,249
2023-08-30,email,EMAIL_RETARGET,237.12,10690,253
2023-08-31,google,GOOGLE_RETARGET,14.86,1460,26
2023-08-31,facebook,FACEBOOK_RETARGET,17.27,637,43
2023-08-31,instagram,INSTAGRAM_RETARGET,747.7,17055,630
2023-08-31,email,EMAIL_RETARGET,147.84,3941,203
2023-09-01,google,GOOGLE_BRAND,21.99,3127,50
2023-09-01,facebook,FACEBOOK_BRAND,432.54,16059,1074
2023-09-01,instagram,INSTAGRAM_BRAND,732.51,15790,1000
2023-09-01,email,EMAIL_BRAND,297.39,13212,949
2023-09-02,google,GOOGLE_BRAND,55.19,2168,131
2023-09-02,facebook,FACEBOOK_BRAND,527.27,,1065
2023-09-02,instagram,INSTAGRAM_BRAND,283.33,7251,558
2023-09-02,email,EMAIL_BRAND,877.33,15984,1192
2023-09-03,google,GOOGLE_BRAND,25.18,613,26
2023-09-03,facebook,FACEBOOK_BRAND,82.76,4168,317
2023-09-03,instagram,INSTAGRAM_BRAND,388.89,15900,1245
2023-09-03,email,EMAIL_BRAND,594.36,19770,1074
2023-09-04,google,GOOGLE_BRAND,214.19,16397,552
2023-09-04,facebook,FACEBOOK_BRAND,,728,16
2023-09-04,instagram,INSTAGRAM_BRAND,598.42,12030,512
2023-09-04,email,EMAIL_BRAND,227.63,10106,238
2023-09-05,google,GOOGLE_BRAND,31.72,4482,167
2023-09-05,facebook,FACEBOOK_BRAND,404.25,18571,643
2023-09-05,instagram,INSTAGRAM_BRAND,454.07,14999,866
2023-09-05,email,EMAIL_BRAND,830.84,12449,731
2023-09-06,google,GOOGLE_BRAND,320.28,4282,
2023-09-06,facebook,FACEBOOK_BRAND,10.64,816,20
2023-09-06,instagram,INSTAGRAM_BRAND,204.02,8955,649
2023-09-06,email,EMAIL_BRAND,968.68,18135,1280
2023-09-07,google,GOOGLE_BRAND,41.52,7721,89
2023-09-07,facebook,FACEBOOK_BRAND,95.0,2944,197
2023-09-07,instagram,INSTAGRAM_BRAND,93.29,2835,103
2023-09-07,email,EMAIL_BRAND,377.82,10028,384
2023-09-08,google,GOOGLE_BRAND,216.05,11313,297
2023-09-08,facebook,FACEBOOK_BRAND,417.11,9548,705
2023-09-08,instagram,INSTAGRAM_BRAND,1342.87,19676,1281
2023-09-08,email,EMAIL_BRAND,759.32,11016,684
2023-09-09,google,GOOGLE_BRAND,554.52,15214,1118
2023-09-09,facebook,FACEBOOK_BRAND,215.12,18941,849
2023-09-09,instagram,INSTAGRAM_BRAND,126.34,1994,126
2023-09-09,email,EMAIL_BRAND,77.29,5530,169
2023-09-10,google,GOOGLE_BRAND,243.47,9681,383
2023-09-10,facebook,FACEBOOK_BRAND,12.42,1395,58
2023-09-10,instagram,INSTAGRAM_BRAND,375.81,9136,574
2023-09-10,email,EMAIL_BRAND,41.64,2505,
2023-09-11,google,GOOGLE_BRAND,219.13,6585,475
2023-09-11,facebook,FACEBOOK_BRAND,489.51,15541,886
2023-09-11,instagram,INSTAGRAM_BRAND,445.77,13424,778
2023-09-11,email,EMAIL_BRAND,511.81,10338,824
2023-09-12,google,GOOGLE_BRAND,223.65,12861,743
2023-09-12,facebook,FACEBOOK_BRAND,206.16,11584,284
2023-09-12,instagram,INSTAGRAM_BRAND,242.04,12235,639
2023-09-12,email,EMAIL_BRAND,71.85,2207,84
2023-09-13,google,GOOGLE_BRAND,1081.56,17648,1403
2023-09-13,facebook,FACEBOOK_BRAND,344.07,12641,814
2023-09-13,instagram,INSTAGRAM_BRAND,170.99,5244,226
2023-09-13,email,EMAIL_BRAND,,15225,609
2023-09-14,google,GOOGLE_BRAND,90.16,11040,428
2023-09-14,facebook,FACEBOOK_BRAND,125.11,11608,395
2023-09-14,instagram,INSTAGRAM_BRAND,403.0,8404,573
2023-09-14,email,EMAIL_BRAND,245.17,13687,855
2023-09-15,google,GOOGLE_BRAND,144.68,6248,475
2023-09-15,facebook,FACEBOOK_BRAND,467.21,12656,703
2023-09-15,instagram,INSTAGRAM_BRAND,37.66,5886,82
